,file,speaker,sentence,lang
0,citizen_sub_8a4,LETTER,Le réaménagement de l’autoroute Bonaventure,fr
1,citizen_sub_8a4,LETTER,Office de consultation publique de Montréal 7 janvier 2009,fr
2,citizen_sub_8a4,LETTER,dans le cadre des consultations publiques sur le réaménagement de l’autoroute Bonaventure,fr
3,citizen_sub_8a4,LETTER,"1945 rue Mullins, bureau 110 Montréal, Québec H3K 1N9Table des matières",fr
4,citizen_sub_8a4,LETTER,Présentation du Regroupement information logement ________________,fr
5,citizen_sub_8a4,LETTER,Préoccupations ______________________________________________________,fr
6,citizen_sub_8a4,LETTER,- 4 a. Aménager un vrai boulevard urbain _______________________________________,fr
7,citizen_sub_8a4,LETTER,"- b. Quel milieu de vie, à quel prix et pour qui ? ______________________________",fr
8,citizen_sub_8a4,LETTER,- c. Opération de spéculation foncière ?,fr
9,citizen_sub_8a4,LETTER,Des impacts sur le quartier Pointe-Saint-Charles _____________________,fr
10,citizen_sub_8a4,LETTER,Nos Recommandations ______________________________________________,en
11,citizen_sub_8a4,LETTER,"- 9 Dossier noir 2009 –Logement et pauvreté dans le quartier Pointe-Saint-Charles, à Montréal______________________________________________________________________",fr
12,citizen_sub_8a4,LETTER,La revitalisation des espaces urbains est une préoccupation constante au sein de l’administration municipale de Montréal.,fr
13,citizen_sub_8a4,LETTER,"Ces dernières années, les grands projets d’envergure pullulent sur l’île et ils ont tous le même horizon : 2025.",fr
14,citizen_sub_8a4,LETTER,"Le réaménagement de l’autoroute Bonaventure est donc l’un de ces projets visant à requalifier des espaces urbains et des infrastructures désuètes, tout en tirant profit de l’effervescence immobilière qui a gagné la métropole au cours des dernières années.",fr
15,citizen_sub_8a4,LETTER,"La Société du Havre, dont le mandat est de : « [",fr
16,citizen_sub_8a4,LETTER,"…] proposer pour le havre et les espaces urbains qui l'entourent, les grandes lignes d'un plan de développement et d'aménagement concerté, [",fr
17,citizen_sub_8a4,LETTER,"…] 1 », travaille sur la question depuis 2004.",fr
