,file,speaker,sentence,lang
0,citizen_sub_8a20,LETTER,Le Projet Bonaventure : Perspectives de santé publique Mémoire du directeur de santé publique présenté à l’Office de consultation publique de MontréalLe Projet Bonaventure : Perspectives de santé publique Mémoire du directeur de santé publique présenté à l’Office de consultation publique de Montréal Rédacteurs :,fr
1,citizen_sub_8a20,LETTER,"sous la direction de Louis Drouin, responsable du Secteur Environnement urbain et santé 2010Une réalisation du secteur Environnement urbain et santé Direction de santé publique Agence de la santé et des services sociaux de Montréal 1301",fr
2,citizen_sub_8a20,LETTER,", rue Sherbrooke Est Montréal (Québec)",fr
3,citizen_sub_8a20,LETTER,Téléphone : 514-528-2400 www.santepub-mtl.qc.ca Collaboration Catherine,en
4,citizen_sub_8a20,LETTER,"Doucet, stagiaire, Université Concordia",fr
5,citizen_sub_8a20,LETTER,Agence de la santé et des services sociaux de Montréal (2010) Tous droits réservés ISBN 978-2-89494-894-1 (version imprimée),fr
6,citizen_sub_8a20,LETTER,"- Bibliothèque et Archives nationales du Québec, 2010",fr
7,citizen_sub_8a20,LETTER,"Le législateur a confié au directeur de santé publique de chaque région du Québec le mandat d’informer la population sur l’état et les déterminants de sa santé, ainsi que d’identifier des pistes d’action pouvant faire évoluer la résolution des problèmes exposés.",fr
8,citizen_sub_8a20,LETTER,La Société du Havre de Montréal soumet aujourd’hui à la consultation publique la première phase d’un immense projet qui redéfinit une des principales entrées vers le cœur de Montréal.,fr
9,citizen_sub_8a20,LETTER,Le projet de transformer la partie surélevée de l’autoroute Bonaventure en boulevard et d’y inclure un développement immobilier à vocation mixte modifie le lien entre le centre-ville et la Rive-Sud et crée un nouvel environnement urbain.,fr
10,citizen_sub_8a20,LETTER,Le développement d’une ville et de son système de mobilité est un déterminant important de sa vitalité économique et de son rayonnement international.,fr
11,citizen_sub_8a20,LETTER,Nous savons aussi que l’environnement bâti qui en résulte exerce une influence marquante sur la santé et le bien-être de la population.,fr
12,citizen_sub_8a20,LETTER,Les décisions et les investissements qui petit à petit façonnent la ville dans laquelle nous vivons constituent des enjeux de santé publique qui doivent donc aussi être analysés sous cet angle − et a fortiori quand il s’agit de projets d’une envergure exceptionnelle comme le projet Bonaventure.,fr
