,file,speaker,sentence,lang
0,citizen_sub_8b16,LETTER,"Quartier Bonaventure En tant que citoyen voué à un meilleur développement urbain de Montréal, je suis interpellé surtout par des enjeux concernant l’aménagement urbain et les transports en commun.",fr
1,citizen_sub_8b16,LETTER,Le projet du ré‐ aménagement de l’Autoroute Bonaventure est parmi ces enjeux qui sollicite mon intervention.,fr
2,citizen_sub_8b16,LETTER,Je comprends et partage les inquiétudes des résidants demeurant près du site du projet lorsqu’,fr
3,citizen_sub_8b16,LETTER,ils dénoncent l’irrécevabilité du corridor,fr
4,citizen_sub_8b16,LETTER,"Par contre, au lieu de dire simplement non, je propose une piste de solution.",fr
5,citizen_sub_8b16,LETTER,"Comme les consultations tenues en 2007 ont permis de constaté, la Rue Peel est proposée d’être le corridor qu’empruntera un circuit de tram.",fr
6,citizen_sub_8b16,LETTER,"À mon avis, à la lumière des besoins en transport en commun identifiés par la consultation sur le Quartier Bonaventure, il me semble plus approprié de bonifier le projet de tram sur la Rue Peel.",fr
7,citizen_sub_8b16,LETTER,"Plus précisément, le tracé de tram doit de plus traverser le Canal Lachine/Bassin Peel et emprunter le corridor de l’Autoroute Bonaventure ré‐aménagée pour aboutir en premier lieu à l’Ile des Sœurs.",fr
8,citizen_sub_8b16,LETTER,Mais il ne serait pas suffisant de juste éfleurer l’Ile des Sœurs.,fr
9,citizen_sub_8b16,LETTER,Il faut que le tracé du tram plonge dans ce quartier via le Boulevard de l’Ile des Sœurs pour à peu près 2 km afin de bien desservir cette Ile.,fr
10,citizen_sub_8b16,LETTER,"En attendant la mise sur pied du projet du tram sur la Rue Peel, on devrait construire en médiane les voies réservées pour autobus sur la Rue Peel et l’Autoroute Bonaventure ré‐aménagée.",fr
11,citizen_sub_8b16,LETTER,Les voies réservées pour autobus sur la Rue Peel et l’Autoroute Bonaventure ré‐aménagée devraient être construites de façon qu’elles soient convertibles en voies de tram afin de faciliter la mise en place des voies ferrées de tram.,fr
12,citizen_sub_8b16,LETTER,A noter que les autobus peuvent rouler sur les voies de tram si ces voies sont pavées en béton ou asphalt.,fr
13,citizen_sub_8b16,LETTER,Les autobus de la Rive Sud qui sont prévus d’emprunter le corridor Dalhousie peuvent emprunter le tracé de tram de la Rue Peel jusqu’à la Rue Saint‐Antoine Ouest ou la Rue Saint‐Jacques pour rejoindre la Rue Mansfield et terminer leurs circuits comme d’habitude au Terminus Bonaventure sous 1001 Rue de la Gauchétière Ouest.,fr
14,citizen_sub_8b16,LETTER,"La Rue Peel aujourd’hui est, et son tracé de tram projeté sera, conçus pour accueillir des véhicules de transport en commun lourds et à grande fréquence, pas la Rue Dalhousie.",fr
15,citizen_sub_8b16,LETTER,"Dans une 2e phase, on pourrait parler de prolonger le tracé de tram via l’estacade du Pont Champlain.",fr
16,citizen_sub_8b16,LETTER,"Mais l’incertitude de ce prolongement de devrait pas priver les résidants et les travailleurs de l’Ile des Sœurs et la Rive‐Sud de Montréal d’une infra‐structure de transport en commun, soit des voies réservées en médiane pour autobus ou tram pour contourner un des points autoroutiers les plus achalandés au Québec.",fr
