,file,speaker,sentence,lang
0,citizen_sub_8a18,LETTER,To : Office de Consultation Publique de Montréal January 6th 2010,fr
1,citizen_sub_8a18,LETTER,"Over many years, as an architect and professor of architecture, I have vigorously opposed the construction of highways that posed a threat to established neighborhoods.",en
2,citizen_sub_8a18,LETTER,I established a Community Design Workshop on rue St-Antoine to aid its residents avoid eviction and demolition of their perfectly sound homes to make way for an extension of the Trans-Canada highway.,en
3,citizen_sub_8a18,LETTER,"So I might be expected to welcome a proposal that would demolish a structure dedicated to automotive traffic with the promise to replace it with a grade level boulevard, bordered by eye catching signature architecture and elegant pedestrian promenades.",en
4,citizen_sub_8a18,LETTER,"Surely this is what I have posited time and again, places publiques instead of overpasses for indeed I am a lover of the City, its streets its neighbourhoods, homes, shops, schools and parks, fiercely opposed to bureaucratic or speculative measures that threaten their existence.",en
5,citizen_sub_8a18,LETTER,"Within memory Montreal’s subjection to demolition is long, From the wholesale clearance of the Dozois Plan to the wasting of the gracious homes of Dorchester Boulevard, the razing of Goose village to make way for the Autostade, to the rampant destruction in Milton park, of ecclesiastical properties and once gracious hotels… Our city has been reduced to a patchwork of parking lots and weed covered remnants, the result of premature demolition and aborted dreams, Years of municipal indifference left Griffintown to decay, a target for one more illusion that was hastily espoused by City Council only to melt into thin air.",en
6,citizen_sub_8a18,LETTER,"Is the Societé du havre proposal that would see the Bonaventure Autoroute reduced to rubble and from the settling dust rising on the shores of the St Lawrence, a triumphant gateway to downtown Montreal, to be one further failed dream?",en
7,citizen_sub_8a18,LETTER,"Taken together, Montreal’s past and recent history illustrates a lack of coherence that should be evident in the urban planning of a major city.",en
8,citizen_sub_8a18,LETTER,Indeed the concerns addressed to the OCPM are a mirror of this incoherence: -A handful of grey stone residences would front for a 32 storey hotel while before and aft gaping holes in the urban fabric proliferate.,en
9,citizen_sub_8a18,LETTER,Seminary priests plead for permission to cover a precious green space on the doorstep of Mont-Royal with luxurious condominiums.,en
10,citizen_sub_8a18,LETTER,A University would dispose of its interest in a patrimonial building in favour of private and profitable development.,en
11,citizen_sub_8a18,LETTER,"Meanwhile the future of Boulevard St Laurent hangs in the balance and plans for the city’s two major hospitals are on the sick list All illustrate the lack of a Master Plan that would guide and determine the future of our city, establish priorities.",en
12,citizen_sub_8a18,LETTER,Nothing makes this need more evident and pressing than the hasty and erratic proposal before the Office today.,en
13,citizen_sub_8a18,LETTER,1Much has been made of the Bonaventure’s deterioration that it has reached the end of its shelf life and is hopelessly beyond repair.,en
14,citizen_sub_8a18,LETTER,"It should however be remembered that In the euphoria of Expo 67 its construction was heralded as a major testimony to contemporary engineering and in the haste to get folks to the Fair, little concern was then expressed as to the effect Montreal’s brutish weather might have upon its reinforced concrete structure.",en
15,citizen_sub_8a18,LETTER,They are now glaringly evident and rusting reinforcement and flaking concrete pose serious threats to traffic above and to passage below.,en
16,citizen_sub_8a18,LETTER,"It should be clear that repair and continual maintenance are essential in the case of aging properties – patrimonial building, residences great and small, bridges and road beds - they are the essential components of good conservation practice and it comes at a price.",en
17,citizen_sub_8a18,LETTER,"The SHM representatives considered this inordinate, beyond consideration concluding that the only solution lay in demolition.",en
18,citizen_sub_8a18,LETTER,"In a recent publication Montreal at the Crossroads, McGill Professor Pieter Sijpkes explored immediate measures to support concrete failure in the Turcotte Interchange by the introduction of a supplementary steel structure.",en
19,citizen_sub_8a18,LETTER,They merit consideration in the case currently before the Office.,en
