,file,speaker,sentence,lang
0,citizen_sub_8a33a,LETTER,"Le Quartier Bonaventure… un grand projet de reconstruction durable Mémoire de Climatisation et chauffage urbains de Montréal soumis à l’Office de consultation publique de Montréal, le 7 janvier, 2010Qui sommes-nous?",fr
1,citizen_sub_8a33a,LETTER," un acteur majeur dans la gestion énergétique et environnementale pour les collectivités et les entreprises  un producteur et distributeur de vapeur, d’eau chaude et d’eau refroidie pour la climatisation et le chauffage en milieu urbain.",fr
2,citizen_sub_8a33a,LETTER,12 janvier 2010 2Nos services  l’alimentation des immeubles en vapeur à des fins de chauffage  l’alimentation des systèmes de climatisation et de chauffage des immeubles en eau refroidie et en eau chaude 12 janvier 2010 3Le territoire desservi 12 janvier 2010 4Le territoire desservi 1000 de la Gauchetière Place VilleMarie Place,fr
3,citizen_sub_8a33a,LETTER,parce que le projet du Quartier Bonaventure offre une opportunité unique de poursuivre la rationalisation de la consommation d’énergie dans le centre-ville de Montréal.,fr
4,citizen_sub_8a33a,LETTER,12 janvier 2010 6Notre intérêt NOTRE INTÉRÊT,fr
5,citizen_sub_8a33a,LETTER,COMMERCIAL : desservir les immeubles prévus dans le projet conseiller les concepteurs de ces immeubles en vue de les rendre plus économiques et moins polluants 12 janvier 2010 NOTRE INTÉRÊT,fr
6,citizen_sub_8a33a,LETTER,CITOYEN : La climatisation et le chauffage urbain sont reconnus efficaces aux plans de l’économie d’énergie et de la réduction des émissions de GES.,fr
7,citizen_sub_8a33a,LETTER,Ces mesures contribuent ainsi à la lutte contre le réchauffement de la planète et à la gestion éco-responsable des immeubles qui composent nos villes.,fr
8,citizen_sub_8a33a,LETTER,urbains de chaleur et de froid ,fr
9,citizen_sub_8a33a,LETTER,"Coûts moindres : équipements de mécanique, exploitation, entretien  Espace et liberté architecturale ",fr
10,citizen_sub_8a33a,LETTER,"Contrôle des émissions, déversements et fuites",fr
11,citizen_sub_8a33a,LETTER,"Fiabilité : qualité des équipements, redondance, surveillance ",fr
12,citizen_sub_8a33a,LETTER,Efficacité supérieure à celle des installations individuelles 12 janvier 2010,fr
13,citizen_sub_8a33a,LETTER,8Notre position LE QUARTIER BONAVENTURE EST UNE OCCASION À NE PAS,en
14,citizen_sub_8a33a,LETTER,"… de poser des gestes concrets afin d’améliorer notre environnement urbain et son développement notamment, en ce qui a trait aux infrastructures d’utilité publique et à la conception des immeubles 12 janvier 2010 9Une",fr
15,citizen_sub_8a33a,LETTER,occasion d’agir concrètement  La SHM souhaite faire du Quartier Bonaventure un projet exemplaire au plan du développement durable ,fr
16,citizen_sub_8a33a,LETTER,Nous souhaitons que ce virage vert soit collectif  Nous sommes prêts à y participer avec enthousiasme 12 janvier 2010 10Qu’est-ce qu’un virage vert collectif ?,fr
17,citizen_sub_8a33a,LETTER," un plan d’action à plusieurs volets,  qui est concertée, donc qui exige la participation des autorités publiques et des acteurs privés concernés  et qui a mission d’exemple de gestion responsable de notre milieu de vie.",fr
18,citizen_sub_8a33a,LETTER,"12 janvier 2010 11Notre engagement  optimiser la performance énergétique de nos installations  offrir un réseau d’eau chaude à basse température et faire disparaître le panache de vapeur  améliorer l’esthétique extérieur de notre bâtiment  actualiser notre réseau de distribution  mettre à la disposition de la SHM nos expertsconseils  accentuer nos efforts de communication avec le public 12 janvier 2010 12Nos attentes  amener la Ville de Montréal et les Arrondissements à imposer par voie réglementaire le respect de critères environnementaux (LEED ou autres)  étudier la faisabilité et la viabilité de chauffer le domaine public en hiver  assurer le passage de nos conduites dans le domaine public et, au besoin, la réserve de servitudes dans le domaine privé  considérer les installations de CCUM d’utilité publique aux fins de la réglementation de zonage 12 janvier 2010",fr
19,citizen_sub_8a33a,LETTER,1314 L’avenir de Montréal repose sur des interventions réfléchies et concertées… et sur des réponses pragmatiques pour une meilleure qualité de vie et un développement durable.,fr
