,file,speaker,sentence,lang
0,citizen_sub_8b5,LETTER,Réaménagement de l’autoroute Bonaventure (,fr
1,citizen_sub_8b5,LETTER,Phase 1) Mémoire présenté par le YMCA,fr
2,citizen_sub_8b5,LETTER,À l’Office de consultation publique de Montréal,fr
3,citizen_sub_8b5,LETTER,- éco-quartier Pointe-Saint-Charles/PetiteBourgogne,fr
4,citizen_sub_8b5,LETTER,"Les YMCA du Québec sont des organismes de bienfaisance qui contribuent à l'épanouissement du corps, de l’intelligence et de l’esprit, ainsi qu’au mieux-être des personnes, des familles et des collectivités.",fr
5,citizen_sub_8b5,LETTER,« éco-quartier » est un programme d’action environnementale de la Ville de Montréal qui a été mis sur pied en 1995 pour aider les citoyens à agir sur la qualité de leur environnement.,fr
6,citizen_sub_8b5,LETTER,"Ainsi, la Ville offre un soutien financier à un organisme communautaire désirant gérer le programme.",fr
7,citizen_sub_8b5,LETTER,"Dans le cas de l’éco-quartier Pointe-Saint-Charles/PetiteBourgogne, c’est le YMCA de Pointe-Saint-Charles qui est l’organisme promoteur.",fr
8,citizen_sub_8b5,LETTER,Notre mission principale est de soutenir et d’encourager les initiatives des citoyens pour améliorer l’environnement de leur quartier.,fr
9,citizen_sub_8b5,LETTER,"Nous opérons sur 4 volets d'intervention : propreté, gestion écologique des matières résiduelles, embellissement et amélioration du patrimoine végétal.",fr
10,citizen_sub_8b5,LETTER,"Ainsi, nous faisons la promotion de la propreté du quartier, nous sensibilisons et informons les citoyens au 3RVC (réduction, réemploi, recyclage, valorisation et compostage), nous encourageons les citoyens à prendre des initiatives pour travailler à l’embellissement du quartier et nous les assistons dans tous types de projets.",fr
11,citizen_sub_8b5,LETTER,Finalement nous veillons à la diffusion d’informations utiles au sujet de l’environnement.,fr
12,citizen_sub_8b5,LETTER,Qualité de l’air .......................................................................................................... 5 2.4 Impact sonore............................................................................................................,fr
13,citizen_sub_8b5,LETTER,6 2.5 Transport en commun et accès piétonnier ................................................................,fr
14,citizen_sub_8b5,LETTER,"- éco-quartier Pointe-Saint-Charles cherche à protéger la qualité de l’environnement et la qualité de vie des citoyens du quartier Pointe-Saint-Charles, PetiteBourgogne et Griffintown.",fr
15,citizen_sub_8b5,LETTER,"Ainsi, nous sommes préoccupés par les impacts qu’aura ce projet sur les quartiers que nous desservons.",fr
16,citizen_sub_8b5,LETTER,Nos préoccupations touchent les aspects environnementaux du projet.,fr
17,citizen_sub_8b5,LETTER,qu’il s’agit d’une proposition d’avant projet et donc nous désirons prendre l’opportunité d’émettre des recommandations avant l’élaboration des plans de travaux et de constructions finaux,fr
18,citizen_sub_8b5,LETTER,Pointe-Saint-Charles considère que la protection des ressources archéologiques est importante du point de vue environnemental puisque cela permet de mieux connaître les facteurs qui influencent la qualité de notre environnement aujourd’hui.,fr
19,citizen_sub_8b5,LETTER,"D’autre part, nous croyons que les ressources archéologiques sont nos seuls contacts physiques avec le passé et ces dernières ne peuvent être reproduites ni remplacées quand elles sont perdues, endommagées ou détruites.",fr
20,citizen_sub_8b5,LETTER,"Nos réclamations en ce qui a trait au potentiel archéologique, se base sur le bilan et les recommandations comprises dans les pages 108 à 113 dans le rapport intitulé « Réaménagement de l’autoroute Bonaventure entre la rue Saint-Jacques et la rue Brennan, Inventaire archéologique, Phase 1 » par la Société du Havre et SACL inc.",fr
21,citizen_sub_8b5,LETTER,"Nous souhaitons que les recommandations de fouilles archéologiques sur les emplacements des zones à potentiel archéologique soient respectées afin d’éviter la destruction de riche patrimoine comme cela a déjà été le cas dans le passé lors de la 3construction de l’autoroute Bonaventure, de l’autoroute Ville-Marie et de l’échangeur University.",fr
22,citizen_sub_8b5,LETTER,"Ainsi, nous souhaitons que des démarches soient faites pour conserver les ressources archéologiques des emplacements suivants :",fr
23,citizen_sub_8b5,LETTER,"- La grange des pauvres située sur la rue Duke, entre les rues Ottawa et Wellington.",fr
24,citizen_sub_8b5,LETTER,- Les vestiges de l’occupation domestique de Griffintown avant l’incendie de 1845 situé sous terre-plein adjacent à l’autoroute Bonaventure à l’angle sud-est des rues Ottawa et Nazareth.,fr
25,citizen_sub_8b5,LETTER,"- La tonnellerie de John Linton (1865-1889) située sur la rue Nazareth, entre les rues Wellington et Brennan.",fr
26,citizen_sub_8b5,LETTER,- La forge de John McIntosh (1848 et 1871) situé sous le parc à chien à l’angle des rues Duke et Brennan.,fr
27,citizen_sub_8b5,LETTER,"2.2 Impact vibratoire L’éco-quartier de Pointe-Saint-Charles se base sur la Loi sur la qualité de l’environnement du Québec mise à jour le 1er décembre 2009, pour définir le mot vibration.",fr
28,citizen_sub_8b5,LETTER,"En effet, la loi stipule qu’une vibration est un contaminant puisqu’elle est susceptible d’altérer de quelque manière la qualité de l'environnement.",fr
29,citizen_sub_8b5,LETTER,"Dans la situation présente, les vibrations sont susceptibles de nuire au patrimoine bâti, c’est-à-dire le bâtiment de la New City Gas.",fr
30,citizen_sub_8b5,LETTER,Nos réclamations sont basées sur les recommandations et mesures d’atténuation situées aux pages 8 à 10 dans le rapport intitulé « Projet Bonaventure,fr
31,citizen_sub_8b5,LETTER,"- Volet caractérisation environnemental, Impacts vibratoires sur le bâtiment de la New City Gas situé au 172 rue Dalhousie » par la Société du Havre et SNC-Lavalin Environnement inc.",fr
32,citizen_sub_8b5,LETTER,"Nous réclamons une inspection du bâtiment de la New City Gas avant le début des travaux, afin d’évaluer plus précisément l’état de la structure et les risques, et après les travaux afin d’observer les dommages possibles.",fr
33,citizen_sub_8b5,LETTER,"De plus, nous appuyons les recommandations du rapport de faire un suivi vibratoire en mesurant de la vitesse particulaire de crête (PPV) autour du bâtiment avant, pendant et après les travaux.",fr
34,citizen_sub_8b5,LETTER,Nous souhaitons également qu’un suivi vibratoire soit fait après la mise en service du couloir Dalhousie afin de respecter les critères pour le bâtiment de la New City Gas.,fr
35,citizen_sub_8b5,LETTER,"L’éco-quartier demande que lors des travaux de démolition et de construction, les limites de vibrations de 6 mm/s crête soit 10 à 30Hzt à moins de 5 mètres du bâtiment de la New City Gas soient respectées.",fr
36,citizen_sub_8b5,LETTER,"Pour les travaux, nous exigeons que des mesures de précautions soient prises afin de protéger le patrimoine bâti.",fr
37,citizen_sub_8b5,LETTER,Nous exigeons : 4- le respect des distances de zone tampon énoncées dans le tableau 5.1 de la page 9 dans le rapport « Projet Bonaventure,fr
38,citizen_sub_8b5,LETTER,"- Volet caractérisation environnementale, Impacts vibratoires sur le bâtiment de la New City Gas situé au 172 rue Dalhousie ».",fr
39,citizen_sub_8b5,LETTER,- l’interdiction d’activités perturbantes de fonçage de pieu par battage ou par vibration ainsi que le compactage à l’aide de gros compacteur vibrant.,fr
40,citizen_sub_8b5,LETTER,- l’utilisation de technique de construction peu perturbatrice comme le forage de pieu.,fr
41,citizen_sub_8b5,LETTER,- une gestion sécuritaire de la machinerie lourde à proximité du bâtiment.,fr
42,citizen_sub_8b5,LETTER,"- l’utilisation de technique de démolition qui respecte les niveaux de vibrations et si la situation l’exige, l’utilisation de scie pour le découpage des structures.",fr
43,citizen_sub_8b5,LETTER,Le corridor Dalhousie aura également un impact important sur la production de vibrations constante sur les bâtiments voisins.,fr
44,citizen_sub_8b5,LETTER,"Il est important de noter que le passage de 1335 autobus par jour sera possible sans effets néfastes, si les paramètres émis dans le rapport sont respectés.",fr
45,citizen_sub_8b5,LETTER,- la mise en place d’un revêtement de qualité résistant au passage des autobus.,fr
46,citizen_sub_8b5,LETTER,- la mise en place d’un programme d’entretien périodique de la chaussée pour éviter la présence d’irrégularités (nids de poule ou fissures) pouvant augmenter le niveau de vibration.,fr
47,citizen_sub_8b5,LETTER,2.3 Qualité de l’air L’éco-quartier s’inquiète beaucoup des répercussions sur la qualité de l’air des résidants de Griffintown avec la construction du corridor Dalhousie.,fr
48,citizen_sub_8b5,LETTER,Nous sommes également déçus de voir que l’étude d’impact n’a pas pris de point d’échantillon dans le quartier Griffintown.,fr
49,citizen_sub_8b5,LETTER,"Nos réclamations sont basées sur les conclusions et recommandations situées aux pages 8-1 à 10-2 dans le rapport final intitulé « Étude d’impact sur la qualité de l’air, Projet de réaménagement de l’autoroute Bonaventure » par la Société du Havre et SNC-Lavalin Environnement inc.",fr
50,citizen_sub_8b5,LETTER,"Nous somme ravis de voir que le projet de réaménagement de l’autoroute Bonaventure aura des impacts positifs sur les concentrations de CO, de NO2 et de benzène et des impacts négligeables sur les concentrations d’ozone troposphérique et des GES dans l’air ambiant.",fr
51,citizen_sub_8b5,LETTER,"Cependant, comme le rapport le mentionne, le paramètre le plus nuisible après la phase 1 du projet Bonaventure sera les matières en suspension.",fr
52,citizen_sub_8b5,LETTER,Ces matières sont en grande partie responsables du smog et des problèmes respiratoires chez les citoyens.,fr
53,citizen_sub_8b5,LETTER,Voici ce que nous exigeons :,fr
54,citizen_sub_8b5,LETTER,"- des examens plus exhaustifs sur la qualité de l’air dans toute la zone de construction incluant Griffintown, avant, pendant et après les travaux.",fr
55,citizen_sub_8b5,LETTER,Ces 5examens permettront de mieux quantifier les modifications et de procéder à des ajustements pour atténuer les nuisances.,fr
56,citizen_sub_8b5,LETTER,"- l’utilisation de technique d’abat-poussières, le nettoyage régulier des routes et des équipements et le bon entretien de la machinerie lourde.",fr
57,citizen_sub_8b5,LETTER,- un programme d’entretien constant des voies de circulation en particulier celles du corridor Dalhousie afin d’éviter la remise en suspension de particules.,fr
58,citizen_sub_8b5,LETTER,"2.4 Impact sonore L’éco-quartier de Pointe-Saint-Charles se base sur la Loi sur la qualité de l’environnement du Québec mise à jour le 1er décembre 2009, pour définir le mot son.",fr
59,citizen_sub_8b5,LETTER,"Ainsi, la loi stipule qu’un son peut être un contaminant puisqu’il est susceptible d’altérer de quelque manière la qualité de l'environnement.",fr
60,citizen_sub_8b5,LETTER,"Dans la situation présente, les sons produits par les nouvelles configurations des routes et par le corridor",fr
61,citizen_sub_8b5,LETTER,sont susceptibles d’affecter le climat sonore de zones résidentielles avoisinantes.,fr
62,citizen_sub_8b5,LETTER,"Nos réclamations sont basées sur les conclusions présentées aux pages 29 et 30 dans le rapport final intitulé « Études d’impact sur le climat sonore, Projet de réaménagement de l’autoroute Bonaventure » par la Société du Havre et SNC-Lavalin Environnement inc.",fr
63,citizen_sub_8b5,LETTER,Nous sommes inquiets de l’impact sonore du corridor Dalhousie sur les bâtiments résidentiels dans le quartier Griffintown.,fr
64,citizen_sub_8b5,LETTER,"De plus, nous déplorons le fait que les échantillons pour la modélisation du climat sonore aient été récoltés dans l’arrondissement Ville-Marie seulement.",fr
65,citizen_sub_8b5,LETTER,Nous croyons que cela ne permet pas une visualisation précise de la situation actuelle et projetée dans Griffintown.,fr
66,citizen_sub_8b5,LETTER,Nous réclamons qu’une étude du climat sonore soit faite dans le quartier Griffintown.,fr
67,citizen_sub_8b5,LETTER,"Ainsi, selon la modélisation du climat sonore incluse dans le rapport, le niveau sonore serait de 60 à 65 dBA autour des bâtiments résidentiels de la Lowney, 15 décibels de plus que la situation présente, ce qui est au-dessus des normes de la SCHL.",fr
68,citizen_sub_8b5,LETTER,"En effet, celle-ci recommande une valeur maximale de 35 dBA pour une chambre à coucher et 55 dBA pour les espaces extérieurs de divertissement.",fr
69,citizen_sub_8b5,LETTER,Ce niveau sonore sera principalement créé par le corridor Dalhousie.,fr
70,citizen_sub_8b5,LETTER,"Au départ, le passage des autobus sur la rue de l’Inspecteur dans le secteur Griffintown devait être une solution temporaire dans l’attente du SLR.",fr
71,citizen_sub_8b5,LETTER,"Ainsi, la construction du corridor Dalhousie semble une solution temporaire très coûteuse qui causera beaucoup de nuisances aux résidents de Griffintown.",fr
72,citizen_sub_8b5,LETTER,Nous recommandons une réflexion plus poussée sur le sujet quant à la légitimité de ce corridor.,fr
73,citizen_sub_8b5,LETTER,Il semble qu’il s’agit d’un investissement important et polluant pour une solution temporaire.,fr
74,citizen_sub_8b5,LETTER,"Par contre, si le corridor Dalhousie doit absolument être construit, nous réclamons le maintien en bonnes conditions de la chaussée afin de réduire le niveau de bruit et l’implantation de mesure d’atténuation (écran).",fr
75,citizen_sub_8b5,LETTER,"6Selon le rapport, des mesures d’atténuation sont fortement recommandées pour les logements du projet M9.",fr
76,citizen_sub_8b5,LETTER,"Ainsi, nous réclamons que les nouvelles tours résidentielles soient fabriquées avec un revêtement de qualité réduisant le niveau sonore à l’intérieur.",fr
77,citizen_sub_8b5,LETTER,"Finalement, le rapport stipule que le niveau sonore dans la place publique sera de 72 dB, climat sonore inadéquat pour l’usage à des fins de détente, de socialisation et d’interactions.",fr
78,citizen_sub_8b5,LETTER,"Nous considérons que l’exhibition de cette place publique comme un endroit animé et convivial, est une représentation erronée de la réalité et ne devrait pas être utilisée comme matériel de persuasion.",fr
79,citizen_sub_8b5,LETTER,Nous recommandons l’implantation d’écran sonore esthétiquement agréable comme un mur végétal ou une fontaine.,fr
