,file,speaker,sentence,lang
0,citizen_sub_8a7a,LETTER,parenté par la Société du Havre entre les ponts Champlain et Jacques-Cartier;,fr
1,citizen_sub_8a7a,LETTER,"Analyse de l’ouverture au Fleuve dans Pointe-Saint-Charles Par Pierre Brisset, architecte et directeur du Groupe en Recherche Urbaine.",fr
2,citizen_sub_8a7a,LETTER,"Représenté devant l’Office de Consultation Publique de Montréal, le 18 janvier 2010 dans le contexte du projet appelé Quartier Bonaventure.",fr
3,citizen_sub_8a7a,LETTER,2007Morphologie de piliers supportant l’autoroute Bonaventure,fr
4,citizen_sub_8a7a,LETTER,Poutres supportées par deux pilastres d’appuis,fr
5,citizen_sub_8a7a,LETTER,"Un peu comme un banc de parc, on ne peu pas couper une jambe)Plan de déviations Juin 2008Plan de déviations Juin 2008Bretelle direction Sud existant (Partant de Brennan)Bretelle direction sud élargie, en coupant les bras de la structure existante et en réutilisant les poutres.",fr
6,citizen_sub_8a7a,LETTER,"élargie, en coupant les bras de la structure existante et en réutilisant les poutres.",fr
7,citizen_sub_8a7a,LETTER,Virages à gauche des autobus doit traverser trafic sortant partout.,fr
8,citizen_sub_8a7a,LETTER,Méga structure 1966 première échangeur souterraine au monde Bonaventure Ville-Marie avec massif de béton constituant la place Bonaventure au dessus du CN en arrière plan.,fr
9,citizen_sub_8a7a,LETTER,Source Graphique: Projet MontréalRaccordement en boucle en bas de la page empêche l’accès à l’Île des Soeurs en provenance du centre-ville.,fr
