,file,speaker,sentence,lang
0,citizen_sub_8a28,LETTER,"L’arrondissement du Sud-Ouest est directement interpellé par le projet du Quartier Bonaventure puisque la moitié du boulevard urbain et du nouveau quartier qui seront créés avec ce projet est localisée sur son territoire, soit dans la partie ouest du quartier Griffintown.",fr
1,citizen_sub_8a28,LETTER,"La planification détaillée de cet ancien secteur industriel et sa revitalisation sont déjà bien amorcées, et l’arrondissement considère primordial que le projet mis de l’avant par la Société du Havre de Montréal (SHM) s’harmonise avec celles-ci.",fr
2,citizen_sub_8a28,LETTER,"Toutefois, le document déposé par la SHM soulève plusieurs inquiétudes à ce chapitre.",fr
3,citizen_sub_8a28,LETTER,C’est pourquoi l’arrondissement a choisi de présenter ce mémoire et de demander les correctifs qui s’imposent.,fr
4,citizen_sub_8a28,LETTER,"Le corridor Dalhousie qui vise à faciliter la circulation des autobus de la RiveSud entre la fin de l’autoroute et le terminus du centre-ville soulève des appréhensions légitimes au sein de la population du Sud-Ouest, et en particulier chez les résidants du complexe Lowney qui subissent déjà les inconvénients du passage des autobus de la Rive-Sud et qui verraient cet achalandage plus que doubler avec la proposition de la SHM.",fr
5,citizen_sub_8a28,LETTER,"Par ailleurs, cette proposition s’oppose aux orientations et principes fondamentaux du Plan de transport et vient fragiliser la mobilisation pour l’implantation du système léger sur rail (SLR) qui y est prévue.",fr
6,citizen_sub_8a28,LETTER,L’intégration urbaine et la gestion du projet sont deux autres questions traitées dans ce mémoire.,fr
7,citizen_sub_8a28,LETTER,"Puisque le nouveau quartier Bonaventure chevauchera les territoires des arrondissements de Ville-Marie et du Sud-Ouest, il y a lieu de prévoir d’entrée de jeu une harmonisation des encadrements réglementaires, un partage des coûts d’entretien des nouveaux espaces publics et une distribution équitable des recettes fiscales qui seront engendrées par les nouveaux développements immobiliers.",fr
8,citizen_sub_8a28,LETTER,"Par ailleurs, le mémoire souligne que l’orientation exclusivement nord-sud de la proposition de la SHM fait peu de cas de la revitalisation déjà en cours dans le quartier Griffintown.",fr
9,citizen_sub_8a28,LETTER,"L’arrondissement est d’avis que, si on veut vraiment reconstruire le tissu urbain des abords du centre-ville, dont le secteur Griffintown est partie intégrante, on doit aussi donner une orientation est-ouest au nouveau quartier, notamment en optimisant ses liens physiques avec Griffintown à l’ouest et le faubourg des Récollets à l’est.",fr
