,file,speaker,sentence,lang
0,citizen_sub_8b14,LETTER,Mémoire sur le réaménagement de l’autoroute Bonaventure,fr
1,citizen_sub_8b14,LETTER,à Office de consultation publique de Montréal par Regroupement,fr
2,citizen_sub_8b14,LETTER,pour des voies réservées Janvier 2010Montréal,fr
3,citizen_sub_8b14,LETTER,Office de consultation publique de Montréal Objet : Consultation sur le réaménagement de l’autoroute Bonaventure,fr
4,citizen_sub_8b14,LETTER,Voies réservées entre l’île des Sœurs et le centre ville.,fr
5,citizen_sub_8b14,LETTER,"Madame, La Ville de Montréal a mandaté la Société du Havre de Montréal de faire une étude d’avant projet pour le réaménagement de l’autoroute Bonaventure entre la rue de la Commune et la rue Saint-Jacques.",fr
6,citizen_sub_8b14,LETTER,La Société de Havre préconise une création d’une voie réservée d’autobus dans le prolongement de la rue Dalhousie afin de désengorger la circulation des rues Duke et Nazareth et d’améliorer les services offert aux usagers de transport en commun.,fr
7,citizen_sub_8b14,LETTER,"Bien que voulant améliorer la fluidité des autobus transitant par l’axe Nord/Sud formé par l’autoroute Bonaventure, nous nous questionnons sur l’axe",fr
8,citizen_sub_8b14,LETTER,d’implantation choisi par le promoteur.,fr
9,citizen_sub_8b14,LETTER,Nous considérons que le prolongement de la rue Dalhousie nécessite un investissement majeur pour permettre sa prolongation dans la partie sud et que le risque de dépassement des coûts n’est pas négligeable.,fr
10,citizen_sub_8b14,LETTER,Vous trouverez ci-joint notre mémoire concernant l’implantation de voies réservées pour le transport en commun entre l’île des Sœurs et le centre ville de Montréal.,fr
11,citizen_sub_8b14,LETTER,Le Regroupement pour des voies réservées est un regroupement de citoyens habitant l’arrondissement,fr
12,citizen_sub_8b14,LETTER,"Montréal p. 1Mémoire sur le réaménagement de l’autoroute Bonaventure Avec le réaménagement de l’autoroute Bonaventure, des études exhaustives de circulation ont été faites par le promoteur.",fr
13,citizen_sub_8b14,LETTER,Ces études de circulation ont été faites pour s’assurer que le nouveau réseau routier puisse desservir efficacement le transport de personnes et des marchandises.,fr
14,citizen_sub_8b14,LETTER,"Dans les documents présentés en 2009 par le promoteur à l’office de Consultation publique de Montréal, la Société du Havre préconise une création d’une voie réservée pour autobus dans le prolongement de la rue Dalhousie.",fr
15,citizen_sub_8b14,LETTER,La rue Dalhousie est située à l’ouest des voies ferrées surélevées longeant l’autoroute Bonaventure.,fr
16,citizen_sub_8b14,LETTER,"Cette rue se terminant en impasse, nécessitera la construction d’un pont ferroviaire pour permettre la prolongation de la rue Dalhousie jusqu'à la rue Wellington.",fr
17,citizen_sub_8b14,LETTER,Ce pont ferroviaire appelé «Tunnel Dalhousie» permettra aux autobus de passer sous les voies ferrées du Canadien National.,fr
18,citizen_sub_8b14,LETTER,1) Commentaires sur le projet de la voie réservée,fr
19,citizen_sub_8b14,LETTER,Dalhousie Nous avons étudié sommairement le tracé de la voie réservée d’autobus proposé par le promoteur et nous trouvons que ce projet comporte de grands risques techniques qui peut faire augmenter substantiellement les coûts.,fr
20,citizen_sub_8b14,LETTER,Le projet de la voie réservée d’autobus de la rue Dalhousie implique une modification des voies ferroviaires surélevées qui appartient au Canadien National (CN).,fr
21,citizen_sub_8b14,LETTER,"De plus, plusieurs structures ferroviaires sont adjacentes au projet du corridor Dalhousie.",fr
22,citizen_sub_8b14,LETTER,"Ainsi entre la rue Notre Dame et la rue Brennan, il y a 6 ponts ferroviaires, dont le pont de la rue Wellington/Smith qui est un pont ferroviaire continue adjacent au «tunnel» Dalhousie.",fr
23,citizen_sub_8b14,LETTER,"Entre la plupart de ces 6 ponts, il y a une structure en béton armé formé de poutres et colonnes qui forment un bâtiment situé sous les voies surélevées.",fr
24,citizen_sub_8b14,LETTER,Il est à noter que les structures des voies ferroviaires surélevées du CN ont été construites il y a environ 70 ans.,fr
25,citizen_sub_8b14,LETTER,"Nous observons que visuellement, les structures ne semblent pas être bien entretenues par le CN et nous craignons que certaines structures nécessitent, à moyen terme, d’importants investissements.",fr
26,citizen_sub_8b14,LETTER,Le projet du corridor Dalhousie comporte plusieurs risques pouvant augmenter les coûts du projet,fr
27,citizen_sub_8b14,LETTER,", les risques sont les suivants :",fr
28,citizen_sub_8b14,LETTER,"- - - Une fois les travaux commencés, les administrateurs du projet seront appelés à autoriser la rénovation des structures ferroviaires situées dans les zones adjacentes des travaux afin de ne pas revenir sur les lieux pour reconstruire ou réparer les structures existantes à court terme augmentant ainsi l’envergure des travaux.",fr
29,citizen_sub_8b14,LETTER,L’emplacement du «tunnel»,fr
30,citizen_sub_8b14,LETTER,Dalhousie situé entre la centrale thermique CCUM et un édifice d’intérêt patrimonial peuvent créer une série d’imprévus et de difficultés de construction.,fr
31,citizen_sub_8b14,LETTER,la construction d’une gare d’autobus Dalhousie sous les voies surélevées du CN près de la rue Ottawa peut demander la mise aux normes sismiques et d’incendie des structures existantes.,fr
32,citizen_sub_8b14,LETTER,"Le partage des coûts, des responsabilités entre le CN, l’AMT, la Ville de Montréal et les divers paliers gouvernementaux pour les réparations ou modifications inattendues des structures ferroviaires.",fr
33,citizen_sub_8b14,LETTER,"- Que le promoteur réévalue les risques et les coûts des modifications des 6 ponts ferroviaires qui appartiennent au CN, mais qui ne sont pas dans la zone immédiate du «tunnel» Dalhousie.",fr
34,citizen_sub_8b14,LETTER,- Que le promoteur précise les coûts de mise aux normes de la future gare d’autobus Dalhousie et précise qui sera le propriétaire de la gare.,fr
35,citizen_sub_8b14,LETTER,"2) Transfert modal La Société du Havre mentionne à l’article 6.2 de son document du 3 mars 2009, que son projet offre une capacité pour les automobiles de 3300 à 3 700 véhicules/heure en considérant un déficit de 1 600 véhicules/heure.",fr
36,citizen_sub_8b14,LETTER,"Considérant les sommes qui seront investis par les différents gouvernements pour le projet, nous remettons en question, au point de vue transport, la rentabilité du projet du corridor d’autobus de la rue Dalhousie.",fr
37,citizen_sub_8b14,LETTER,", nous indiquons des mesures pouvant être mises en place pour augmenter le taux d’utilisation du transport en commun.",fr
38,citizen_sub_8b14,LETTER,Nous croyons que d’autres tracés de voies réservées peuvent exister offrant un service équivalent à moindre coût.,fr
39,citizen_sub_8b14,LETTER,Les tracés que nous proposons ne comportent pas de nouvelles superstructures ni de modifications des structures du CN.,fr
40,citizen_sub_8b14,LETTER,Nous croyons qu’elles permettent de générer un développement structurant sur une plus grande superficie et améliore la desserte locale en transport en commun des quartiers traversés.,fr
41,citizen_sub_8b14,LETTER,Nous proposons trois tracés d’implantation de voies réservées d’autobus que nous identifions avec les lettres de A à C. 3.1),fr
42,citizen_sub_8b14,LETTER,L’option A est une voie réservée bidirectionnelle sur la rue Peel et la rue Smith entre le boulevard René-Lévesque et la rue Brennan.,fr
43,citizen_sub_8b14,LETTER,Ce tracé permettrait de créer une voie réservée équivalente au corridor d’autobus Dalhousie proposé par la Société du Havre sans toutefois modifier l’infrastructure du CN.,fr
44,citizen_sub_8b14,LETTER,"L’option B est une voie réservée bidirectionnelle sur la rue Peel, cette voie se prolongerait sur Wellington jusqu’à la rue Bridge, et sur Bridge, la voie réservé se poursuivrait jusqu’à la rue Carrie-Derick qui est située en aval du pont Victoria.",fr
45,citizen_sub_8b14,LETTER,L’option B pourra être faite à la condition que les automobilistes voulant passer par le pont Victoria en période de pointe en après-midi soient redirigés sur l’autoroute Bonaventure de façon à libérer la rue Wellington et Bridge.,fr
46,citizen_sub_8b14,LETTER,"Un accès privilégié, permettant aux automobilistes voulant emprunter le pont Victoria, serait construit à partir de l’autoroute Bonaventure.",fr
47,citizen_sub_8b14,LETTER,"L’option C est de faire des voies réservées aux autobus unidirectionnels sur les rues University, Nazareth et Duke entre le boul.",fr
48,citizen_sub_8b14,LETTER,Lévesque et la rue Brennan.,fr
49,citizen_sub_8b14,LETTER,Ce scénario a été présenté dans les documents du promoteur mais a été jugé trop contraignant comme entrave à la circulation des automobilistes.,fr
50,citizen_sub_8b14,LETTER,"Sur la rue Duke, en direction Nord, nous croyons que des mesures pourraient être mises en place pour faciliter la mise en place des autobus régionaux dans la voie de gauche.",fr
