,file,speaker,sentence,lang
0,citizen_sub_8a26,LETTER,"Quartier Bonaventure Non à la dubaïsation de la ville Pour un projet rassembleur à l’image du Montréal qui nous ressemble Mémoire présenté par Action‐Gardien, la Table de concertation communautaire de Pointe‐Saint‐Charles À l’Office de consultation publique de Montréal",fr
1,citizen_sub_8a26,LETTER,COMMUNAUTAIRE DE POINTE-SAINT-CHARLES,en
2,citizen_sub_8a26,LETTER,est la Table de concertation communautaire du quartier Pointe‐Saint‐ Charles.,fr
3,citizen_sub_8a26,LETTER,Elle regroupe une vingtaine d'organismes.,fr
4,citizen_sub_8a26,LETTER,"Depuis 1981, Action‐Gardien est l’outil que se sont donné les organismes communautaires et associatifs pour s’informer, partager leurs expériences et agir ensemble sur les dossiers qui influencent les conditions de vie des citoyenNEs.",fr
5,citizen_sub_8a26,LETTER,Ainsi les questions de développement du quartier et d’aménagement ont de tout temps été au cœur des préoccupations et des actions des organismes communautaires du quartier.,fr
6,citizen_sub_8a26,LETTER,"Pour en savoir plus, consultez notre site web :",fr
7,citizen_sub_8a26,LETTER,www.actiongardien.org LISTE DES MEMBRES DE LA TABLE DE CONCERTATION ACTION-GARDIEN : • •,en
8,citizen_sub_8a26,LETTER,Carrefour d’éducation populaire Clinique communautaire de Pointe‐Saint‐Charles,fr
9,citizen_sub_8a26,LETTER,Club populaire des consommateurs Comité des travailleurSEs sans emploi Conseil des aînés CPE les Enfants de l’Avenir CPE pointe‐Saint‐Charles,fr
10,citizen_sub_8a26,LETTER,Madame prend congé Maison des jeunes AdoZone Maison du partage d’Youville PasserElle,fr
11,citizen_sub_8a26,LETTER,Regroupement information logement (RIL),fr
12,citizen_sub_8a26,LETTER,Regroupement économique et social du Sud‐Ouest (RESO),fr
13,citizen_sub_8a26,LETTER,Services juridiques communautaires de Pointe‐Saint‐Charles et Petite‐Bourgogne,fr
14,citizen_sub_8a26,LETTER,Pointe‐Saint Charles 2L’autoroute Bonaventure sépare l’arrondissement Sud‐Ouest du centre‐ville de Montréal.,fr
15,citizen_sub_8a26,LETTER,"Elle se trouve donc à jouer un rôle d’interface entre le quartier Griffintown, le faubourg des Récollets, le canal de Lachine et le centre‐ville.",fr
16,citizen_sub_8a26,LETTER,C’est un projet à nos portes.,fr
17,citizen_sub_8a26,LETTER,Réaménagement de l’autoroute : un projet urbain ?,fr
18,citizen_sub_8a26,LETTER,"Nous partageons l’avis unanime qu’il faut non pas refaire les erreurs et les horreurs du passé, mais au contraire tout faire pour les annuler et sommes donc en faveur de la disparition d’une autoroute en hauteur.",fr
19,citizen_sub_8a26,LETTER,"Mais ceci uniquement à la condition que ce réaménagement soit accompagné de mesures de réduction de la circulation automobile et de ses nuisances, afin d’en faire un vrai boulevard et non pas une fausse autoroute.",fr
20,citizen_sub_8a26,LETTER,"Le réaménagement doit prendre forme au‐delà de l’opération de remplissage et de rentabilisation de l’espace foncier, au demeurant public, comme le suggère le projet sous sa forme actuelle.",fr
21,citizen_sub_8a26,LETTER,Les considérations de rentabilité foncière devraient se faire sur un plus long terme.,fr
