,file,speaker,sentence,lang
0,citizen_sub_8b9,LETTER,no man’s land Dalhousie Présenté à L'office de consultation publique de Montréal (OCPM) Dans le cadre des consultations publiques sur Le quartier Bonaventure de la Société du Have de Montréal (SHM),fr
1,citizen_sub_8b9,LETTER,"Par Etienne Le Nigen, résident de Griffintown 7 janvier 2010Présentation Etienne",fr
2,citizen_sub_8b9,LETTER,- Je travaille à la Cité du Multimédia depuis environ trois ans et je suis propriétaire d'une unité du projet Lowney.,fr
3,citizen_sub_8b9,LETTER,"Le quartier du Griffintown possède un fort potentiel de développement pour les prochaines années et en tant que résident, je considère qu'il est de mon devoir de défendre les intérêts de ce milieu de vie.",fr
4,citizen_sub_8b9,LETTER,"Notre quartier ne demande qu'à être mis en valeur et dans le cadre de ce projet, il m'apparaît évident qu'on a oublié de penser aux citoyens qui y vivent.",fr
5,citizen_sub_8b9,LETTER,La place de l'humain a été sacrifiée au profit d'une banale planification logistique d'autobus.,fr
6,citizen_sub_8b9,LETTER,"J'ai ainsi senti le besoin de rebaptiser le corridor Dalhousie, le no man's land Dalhousie pour mettre en relief le fait qu'en voulant supprimer le no man's land Bonaventure, la SHM en a créé un nouveau à quelques mètres de l'actuel.",fr
7,citizen_sub_8b9,LETTER,"Vue d'ensemble du projet Tout d'abord, je tiens à souligner le travail remarquable qui a été mené par la Société du Havre, pour nous présenter aujourd'hui ce projet comportant de nombreux points formidables.",fr
8,citizen_sub_8b9,LETTER,"Par contre, malgré tout ces efforts, on ne peut nier la présence de problèmes majeurs déjà dans cet avant-projet.",fr
9,citizen_sub_8b9,LETTER,"Le premier problème a déjà été brièvement mentionné, celui de la cohabitation entre approximativement 1600 autobus et les résidents du Griffintown, quartier en pleine expansion.",fr
10,citizen_sub_8b9,LETTER,"Grâce au projet de condominiums Lowney, nous profitons déjà d'un aperçu du milieu de vie que ce quartier pourrait offrir.",fr
11,citizen_sub_8b9,LETTER,La qualité de vie est bien sûr un élément essentiel,fr
12,citizen_sub_8b9,LETTER,pour que l'humain y trouve sa place et désire éventuellement y fonder une famille.,fr
13,citizen_sub_8b9,LETTER,L'idée de devoir faire face à une telle valse d'autobus quotidiennement peut être considérée comme une forte baisse de cette qualité de vie.,fr
14,citizen_sub_8b9,LETTER,Cette rue qui est actuellement des plus inoffensives deviendrait du jour au lendemain un no man's land.,fr
15,citizen_sub_8b9,LETTER,"Si on y ajoute maintenant le réel désir de favoriser l'intégration des familles, il faut penser à des parcs, des écoles, des garderies et non à un corridor d'autobus.",fr
16,citizen_sub_8b9,LETTER,"En priorisant les autobus aux dépends du citoyen, cela risque tout simplement de faire fuir davantage les familles.",fr
17,citizen_sub_8b9,LETTER,"Paradoxalement, on pourrait aller jusqu'à extrapoler le fait qu'une partie de ces familles pourraient se retrouver sur la rive sud de Montréal et augmenter une fois de plus la demande d'autobus.",fr
18,citizen_sub_8b9,LETTER,Ce phénomène a aussi été soulevé par la Direction de santé publique de l’Agence de la santé et des services sociaux de Montréal: «,fr
19,citizen_sub_8b9,LETTER,La place des familles avec enfants à Montréal est une préoccupation de la Ville de Montréal qui s’est dotée d’un plan d’action famille et qui encourage les arrondissements à prendre en compte cette importante réalité dans leurs décisions.,fr
20,citizen_sub_8b9,LETTER,"De plus, les documents de planification de la Ville de Montréal et de la Communauté métropolitaine de Montréal soulignent que la disponibilité de logements en ville répondant aux besoins des familles diminuera la tendance à l’étalement urbain, ce qui serait favorable à l’environnement en diminuant le navettage entre la ville-centre et la [1] banlieue.",fr
21,citizen_sub_8b9,LETTER,»Je doute qu'il puisse y avoir des raisons valables de croire en une augmentation du nombre de citoyens désirant s'établir dans le quartier suite à cet imposant paysage d'autobus.,fr
22,citizen_sub_8b9,LETTER,"Prévoir des espaces de jeu conviviaux et sécuritaires pour les enfants, à proximité des espaces résidentiels.",fr
