,file,speaker,sentence,lang
0,citizen_sub_8b1,LETTER,Quartier Bonaventure Projet de réaménagement de l’autoroute Bonaventure,fr
1,citizen_sub_8b1,LETTER,Mémoire de la Société d’habitation et de développement de Montréal déposé dans le cadre de la consultation publique de l’Office de consultation publique de Montréal INTRODUCTION La Société d’habitation et de développement de Montréal (SHDM) souhaite partager sa réflexion sur le projet de la Société du Havre de Montréal (SHM) du Quartier Bonaventure pour la transformation de l’autoroute Bonaventure en un boulevard urbain en déposant un mémoire dans le cadre de la consultation dirigée par l’Office de consultation publique de Montréal (OCPM).,fr
2,citizen_sub_8b1,LETTER,"Par son mémoire, la SHDM fait valoir la complémentarité du volet immobilier associé à ce projet urbain pour assurer la mise en valeur des Îlots centraux et la revitalisation des secteurs limitrophes à l’actuel corridor autoroutier.",fr
3,citizen_sub_8b1,LETTER,"- un intervenant municipal sur le marché immobilier La Société d’habitation et de développement de Montréal (SHDM) est un organisme à but non lucratif qui réalise des projets de développement immobilier structurants dans les domaines : résidentiel, commercial, industriel et institutionnel.",fr
4,citizen_sub_8b1,LETTER,C’est un partenaire privilégié de la Ville de Montréal dans la mise en œuvre de ses politiques et dans l’atteinte de ses objectifs.,fr
5,citizen_sub_8b1,LETTER,"Ainsi, la SHDM possède quelque 5 000 logements abordables et environ 400 unités regroupées au sein d’une quinzaine de maisons de chambres.",fr
6,citizen_sub_8b1,LETTER,"De plus, elle assure la gestion immobilière d’une vingtaine d’immeubles commerciaux, industriels et institutionnels totalisant plus d’un million de pieds carrés.",fr
7,citizen_sub_8b1,LETTER,"La SHDM intervient également dans la mise en marché de nouvelles unités de logement à prix abordable, tant au niveau du logement locatif, privé ou communautaire, qu’en accession à la propriété avec son programme Accès Condos.",fr
8,citizen_sub_8b1,LETTER,"Elle est aussi appelée à intervenir dans des projets de rénovation majeure afin de maintenir en bon état le parc de logements existants ainsi que dans le volet commercial, industriel et institutionnel des activités de la Ville.",fr
9,citizen_sub_8b1,LETTER,"De plus, la SHDM agit comme maître d’œuvre des projets de l’Office municipal d’habitation de Montréal.",fr
10,citizen_sub_8b1,LETTER,"Ce faisant, elle contribue au développement du territoire et à l’accroissement de la richesse foncière de la Ville de Montréal.",fr
11,citizen_sub_8b1,LETTER,"Dans toutes ses actions, la SHDM favorise une approche de partenariat entre les milieux communautaires, publics et privés en travaillant de concert avec tous les intervenants du milieu afin de répondre aux besoins de logements à prix abordables.",fr
12,citizen_sub_8b1,LETTER,Elle facilite les liens entre la Ville de Montréal et les milieux publics et privés.,fr
13,citizen_sub_8b1,LETTER,La SHDM est une actrice de longue date dans la mise en valeur et la revitalisation des quartiers centraux situés entre le centre-ville et son front portuaire.,fr
14,citizen_sub_8b1,LETTER,"La SHDM a été associée à plusieurs projets situés dans le voisinage de l’autoroute Bonaventure dont la Cité multimédia, le projet résidentiel Quai de la Commune, le centre administratif municipal",fr
15,citizen_sub_8b1,LETTER,pour en nommer les plus importants,fr
16,citizen_sub_8b1,LETTER,Une description détaillée des champs d’activités et des projets initiés par la SHDM peut être consultée sur son site internet à www.shdm.org.,fr
17,citizen_sub_8b1,LETTER,| Décembre 2009 1 de 5Quartier Bonaventure Projet de réaménagement de l’autoroute Bonaventure,fr
18,citizen_sub_8b1,LETTER,INTÉRÊTS DE LA SHDM D’entrée de jeu,fr
19,citizen_sub_8b1,LETTER,", la SHDM a un parti pris favorable au projet de la SHM pour le réaménagement de l’autoroute Bonaventure.",fr
