,file,speaker,sentence,lang
0,citizen_sub_8a14,LETTER,Sami Hakim 2009-01-07 OCPMTable des matières INTRODUCTION,fr
1,citizen_sub_8a14,LETTER,Inquiétudes posées par le Corridor Dalhousie………………………………………………………… 4 2.,fr
2,citizen_sub_8a14,LETTER,b Audit de sécurité.……….,fr
3,citizen_sub_8a14,LETTER,e Étude de circulation pour le Projet Griffintown (Devimco)………………..……… 16 2.,fr
4,citizen_sub_8a14,LETTER,f Analyse des retombées fiscales …………………………………..…………………..….,fr
5,citizen_sub_8a14,LETTER,g Exercice de concertation………..,fr
6,citizen_sub_8a14,LETTER,Étude bénéfice/coût………………,fr
7,citizen_sub_8a14,LETTER,i La modélisation des scénarios de base et préférentiel ………………….,fr
8,citizen_sub_8a14,LETTER,Redéfinir le rôle de l’OCPM………………………………………….,fr
9,citizen_sub_8a14,LETTER,"………… 30 ---------------------------------------Sami Hakim 2010-01-07 12010-01-07 Office de consultations publiques de Montréal Cours Mont-Royal 1550, rue Metcalfe Bureau 1414",fr
10,citizen_sub_8a14,LETTER,Montréal (Québec) H3A 1X6,fr
11,citizen_sub_8a14,LETTER,OBJET : Mémoire concernant le projet,fr
12,citizen_sub_8a14,LETTER,Quartier Bonaventure tel que présenté par la SHM à l’OCPM INTRODUCTION,fr
13,citizen_sub_8a14,LETTER,"appelle Sami Hakim, de la firme",fr
14,citizen_sub_8a14,LETTER,"Au Griffintown, nous sommes propriétaires de deux bâtiments sur la rue Wellington, et d’un terrain sur la rue Brennan.",fr
15,citizen_sub_8a14,LETTER,Nous avons toujours cru en notre quartier et avons eu une vision 2025 pour le Griffintown bien avant que la SHM n’existe.,fr
16,citizen_sub_8a14,LETTER,"Depuis 1995, nous œuvrons dans la conversion de bâtiments démunis en bâtiments verts, et avons apporté à Montréal son premier édifice chauffé et climatisé à la géothermie.",fr
17,citizen_sub_8a14,LETTER,"De plus, nous avons créé et sommes propriétaires du plus grand stationnement vert au Québec.",fr
18,citizen_sub_8a14,LETTER,"Nous avons toujours été des pionniers dans notre domaine, et avons reçu plusieurs reconnaissances pour le travail que nous avons accompli.",fr
19,citizen_sub_8a14,LETTER,"Nous faisons partie d’un groupe de citoyens au Griffintown opposés au corridor Dalhousie, et en faveur d’un sain redéveloppement de notre quartier.",fr
20,citizen_sub_8a14,LETTER,"Depuis que le projet de Devimco ait fait son ravage au Griffintown, les griffinois sont hautement méfiants de tout grand projet qui dit améliorer leur qualité de vie.",fr
21,citizen_sub_8a14,LETTER,"Souvenons-nous que le projet de Devimco, qui n’a pas passé par l’OCPM, a réussi à chasser plusieurs grands locataires du quartier et à fermer des commerces locaux, laissant le Griffintown dans un état encore plus pitoyable qu’il l’était avant l’arrivée du promoteur.",fr
22,citizen_sub_8a14,LETTER,"Maintenant, la SHM arrive en grande pompe avec un projet qui, cette fois-ci, défavorise et ignore les citoyens du Griffintown en les excluant de sa zone d’étude, qui s’étend pourtant de 3 coins de rues à l’est de sa zone d’intervention.",fr
23,citizen_sub_8a14,LETTER,"De plus, le Griffintown se trouve en bordure du corridor Dalhousie, qui est l’aspect le plus dangereux, polluant et laid du projet de la SHM.",fr
24,citizen_sub_8a14,LETTER,"Pouvons-nous espérer que l’OCPM sera en mesure de forcer la SHM à redéfinir sa zone d’étude, à concerter avec les citoyens du Griffintown, et à réaliser de nouvelles études conséquemment?",fr
25,citizen_sub_8a14,LETTER,"Nous, les citoyens, avons besoin de croire que l’OCPM peut le faire, mais la réalité est tout à fait le contraire.",fr
