,file,speaker,sentence,lang
0,citizen_sub_8b8,LETTER,Memoire Consultation Publique - Projet Autoroute Bonaventure Présenté À l’Office de consultation publique de Montréal MME.,fr
1,citizen_sub_8b8,LETTER,"HÉLÈNE LAPERRIÈRE - Présidente Bev Lev Montréal 7 janvier, 2010INTRODUCTION I am a local artist with a studio on Ann Street between Ottawa and Wellington Streets in Griffintown as well as an owner of property which includes the New City Gas Complex located at Ottawa and Dalhousie Streets.",en
2,citizen_sub_8b8,LETTER,We have been in Griffintown since 1963 and owned the New City Gas building for 25 years.,en
3,citizen_sub_8b8,LETTER,We have every hope that the property will one day be repurposed with the care and creativity its uniqueness warrants.,en
4,citizen_sub_8b8,LETTER,I spend much of my daily life in the Griffintown area.,en
5,citizen_sub_8b8,LETTER,"I appreciate the aesthetic of old neighbourhoods, and the potential for re-vitalization, re-purposing and the creativity that such actions can have on community vitality and the city at large.",en
6,citizen_sub_8b8,LETTER,"There is a moral and fiduciary accountability incumbent on public, para-public bodies and institutions that intervene on behalf of the citizenry.",en
7,citizen_sub_8b8,LETTER,Re-development is an opportunity for betterment.,en
8,citizen_sub_8b8,LETTER,"It is an opportunity to protect our history, and direct our future.",en
9,citizen_sub_8b8,LETTER,"Development should be guided by common sense, doing the best possible while not causing irrevocable damage.",en
10,citizen_sub_8b8,LETTER,That which we do today will impact tomorrow.,en
11,citizen_sub_8b8,LETTER,Let us do as little harm as possible.,fr
12,citizen_sub_8b8,LETTER,"I am not an urban planner, architect, nor property developer.",en
13,citizen_sub_8b8,LETTER,My background is social policy and community service management.,en
14,citizen_sub_8b8,LETTER,I will leave the areas of expertise to be commented on by the experts.,en
15,citizen_sub_8b8,LETTER,I will not be presenting my brief publicly; still I hope that the commissioners will give it full consideration.,en
16,citizen_sub_8b8,LETTER,"1REFLECTIONS ON THE PROJECT The first phase of the public consultation hearings held between Nov. 24 and December 3 were very informative however, many questions remained to be asked, many were never heard and the answers in many instances were shockingly lacking in substance or clarity given the scope and importance of this project on the entire city.",en
17,citizen_sub_8b8,LETTER,Often this lack made it clear that there are fundamental problems with the concept.,en
18,citizen_sub_8b8,LETTER,It is a difficult but important process.,en
19,citizen_sub_8b8,LETTER,Moving forward I do believe the commissioners face a challenging task.,en
20,citizen_sub_8b8,LETTER,"In this project, contradictions abound.",en
