,file,speaker,sentence,lang
0,citizen_sub_8a20a,LETTER,Direction de santé publique Projet Bonaventure,fr
1,citizen_sub_8a20a,LETTER,"SHM, 2008 Présentation à l’OCPM du mémoire du Directeur de santé publique Par Louis Drouin, M.D. Lundi 18 janvier 2010Mandat de la DSP",fr
2,citizen_sub_8a20a,LETTER,Informer la population sur l’état et les déterminants de sa santé,fr
3,citizen_sub_8a20a,LETTER,Identifier les pistes d’action susceptibles de faire avancer la résolution des problèmes exposésUn déterminant important de la santé :,fr
4,citizen_sub_8a20a,LETTER,l’environnement bâti Composantes de l’environnement bâti,fr
5,citizen_sub_8a20a,LETTER,Design des édifices et espaces publics Système(s),fr
6,citizen_sub_8a20a,LETTER,Conséquences sanitaires des changements climatiques (ex.,fr
7,citizen_sub_8a20a,LETTER,"Une intervention majeure sur le transport et l’aménagement urbainLe transport urbain, une question de santé publiqueParticiper à la lutte pour freiner les changements climatiques",fr
8,citizen_sub_8a20a,LETTER,• Cible montréalaise de réduction des GES :,fr
9,citizen_sub_8a20a,LETTER,Prévisions du MTQ pour les émissions reliées au transport routier dans la région montréalaiseTraumatismes routiers •,fr
10,citizen_sub_8a20a,LETTER,Le nombre de traumatismes augmente de façon importante avec le volume de circulationPlanifier le transport avec un objectif santé •,fr
11,citizen_sub_8a20a,LETTER,Réduire le volume de circulation automobile (véhicules-kilomètres,fr
12,citizen_sub_8a20a,LETTER,"une ville moins étalée, avec mixité de fonctions • Réduire la vitesse ",fr
13,citizen_sub_8a20a,LETTER,Aménager des infrastructures pour transport actif sécuritaire ,fr
14,citizen_sub_8a20a,LETTER,Bonne connectivité de la trame urbaineBonaventure et les considérations de santé publique,fr
15,citizen_sub_8a20a,LETTER,• Réduction de la capacité routière •,fr
16,citizen_sub_8a20a,LETTER,Retissage de la trame urbaineBonaventure et les considérations de santé publique,fr
17,citizen_sub_8a20a,LETTER,Les points positifs (suite) :,fr
18,citizen_sub_8a20a,LETTER,"• Augmentation de l’offre et de l’achalandage du TC • Occupation et densification (résidentielle, commerces, bureaux) d’un secteur dégradéBonaventure et les considérations de santé publique",fr
19,citizen_sub_8a20a,LETTER,Les points positifs (suite) :,fr
20,citizen_sub_8a20a,LETTER,"• Amélioration du paysage (verdissement, réduction des îlots de chaleur)",fr
21,citizen_sub_8a20a,LETTER,"Création d’un milieu de vie (résidences, emplois, commerces)",fr
22,citizen_sub_8a20a,LETTER,• Aménagements piétonniersBonaventure et les considérations de santé publique,fr
23,citizen_sub_8a20a,LETTER,"Les points à améliorer : • Qualité de l’air : plus grand nombre d’autobus, mise en suspension des PM2.5 Recommandations :  Entretien de la chaussée, carburants propres  Systèmes de ventilation mécanique des immeubles adéquats et bien entretenusBonaventure et les considérations de santé publique Les points à améliorer (suite) :",fr
24,citizen_sub_8a20a,LETTER,pour réduire le bruit de CCUM,fr
25,citizen_sub_8a20a,LETTER,Concevoir les futurs immeubles avec des solutions architecturales et techniques contre le bruit d’un centre-ville N.B.,fr
26,citizen_sub_8a20a,LETTER,L’utilisation d’autobus plus petits en dehors des heures de pointe pourrait réduire les émissions et le niveau de bruitBonaventure et les considérations de santé publique Les points à améliorer (suite) : • Pour réduire davantage la place de l’automobile et favoriser le transport actif Recommandations :,fr
27,citizen_sub_8a20a,LETTER, S’engager à réduire le nombre de stationnements au minimum spécifié par les normes en vigueur ,fr
28,citizen_sub_8a20a,LETTER,Apaiser la circulation sur l’ensemble des rues du nouveau secteur,fr
29,citizen_sub_8a20a,LETTER,"Planifier le nouveau réseau de rues avec des voies cyclables sécuritaires, bien connectées au réseau du centre-villeTransport, aménagement et santé :",fr
30,citizen_sub_8a20a,LETTER,Planifier plus large que Bonaventure Recommandation :,fr
31,citizen_sub_8a20a,LETTER,"Un must : planifier de façon concertée et intégrée les investissements en transport à l’échelle métropolitaine en lien avec l’aménagement du territoire  Avec objectif clair de réduction des VKP au niveau régional et des objectifs clairs en matière de santé publique, environnement (GES) et économie (par ex.",fr
32,citizen_sub_8a20a,LETTER,: augmentation de l’offre de TC),fr
33,citizen_sub_8a20a,LETTER,"Avec participation de toutes les parties prenantesEn conclusion • Bonaventure, un projet porteur",fr
34,citizen_sub_8a20a,LETTER,"d’améliorations importantes en matière d’aménagement urbain et transport, contribuant à améliorer la santé publique •",fr
35,citizen_sub_8a20a,LETTER,Un projet qui peut encore être bonifié sur des points particuliers •,fr
36,citizen_sub_8a20a,LETTER,Un projet qui doit être intégré dans une planification métropolitaine,fr
