,file,speaker,sentence,lang
0,citizen_sub_8a13a,LETTER,Présentation à l’Office de consultation publique de Montréal,fr
1,citizen_sub_8a13a,LETTER,"Le Quartier Bonaventure, levier d’un vaste Quartier de l’innovation au centre -ville du nouveau Montréal 13 janvier 2010Plan de la présentation L’ÉTS en bref",fr
2,citizen_sub_8a13a,LETTER,Le campus de l’ÉTS Vision d’un Quartier de l’innovation Commentaires spécifiques Conclusion 2Notre,fr
3,citizen_sub_8a13a,LETTER,L'École a pour objet l'enseignement universitaire et la recherche en génie d'application et en technologie en vue du développement technologique et économique du Québec.,fr
4,citizen_sub_8a13a,LETTER,» 3L’ÉTS aujourd’hui • 1re au Québec et 3e au Canada pour le nombre total de diplômes d’ingénieur par an.,fr
5,citizen_sub_8a13a,LETTER,• Près de 5 500 étudiants (dont plus de 1200 aux cycles supérieurs incluant 300 doctorants).,fr
6,citizen_sub_8a13a,LETTER,• Plus de 1 500 nouveaux étudiants annuellement (dans plus de 45 programmes aux 3 cycles).,fr
7,citizen_sub_8a13a,LETTER,• 1 ingénieur sur 4 au Québec diplôme de l’ÉTS (730 nouveaux ingénieurs en 2008) : 12 000 diplômés.,fr
8,citizen_sub_8a13a,LETTER,4L’ÉTS aujourd’hui… • Taux de placement des diplômés : 100% • 2 150 stagiaires (3 200 offres en 2008) par an dans quelque 1100 entreprises Ù 25 M$ revenus totaux annuels aux étudiants •,fr
9,citizen_sub_8a13a,LETTER,Fonds R&D : près de 20 M$ par année (50% en provenance de l’industrie,fr
10,citizen_sub_8a13a,LETTER,• 10 chaires de recherche ;,fr
11,citizen_sub_8a13a,LETTER,près de 700 publications annuelles •,fr
12,citizen_sub_8a13a,LETTER,Le CENTECH : incubateur pour étudiants et diplômés Ù 64 entreprises dont 37 en incubation 5L’ÉTS :,fr
13,citizen_sub_8a13a,LETTER,vers un campus urbain pleinement intégré au centre-ville de Montréal 6L’ÉTS - une situation privilégiée au centre-ville de MontréalActifs immobiliers non développésRecommandations,fr
14,citizen_sub_8a13a,LETTER,Mai s é tud on de s iant sLa,fr
15,citizen_sub_8a13a,LETTER,Ph side as n c e 4 es Mai s é tud on de s iant sRecommandations … Site d bras e l’ancie serie n,fr
16,citizen_sub_8a13a,LETTER,Ph side as n c e 4 es Mai s é tud on de s iant sUn centre d’innovation pour l’industrie,fr
17,citizen_sub_8a13a,LETTER,ieure supér e i g o hnol de tec ÉcoleUn centre d’innovation pour l’industrie,fr
18,citizen_sub_8a13a,LETTER,Phase 2 e érieur ie sup g o l o hn de tec ÉcoleRecommandations …,fr
19,citizen_sub_8a13a,LETTER,Des projets immobiliers à vocation spécialisée ont été développés,fr
20,citizen_sub_8a13a,LETTER,Lo w ne y Cité Cité du Multimé Multimédia Jardins WindsorL’ÉTS est au cœur d’un quartier où plus de 6 G$ d’investissements sont prévus pour la prochaine décennie Cité Cité du Multimé Multimédia Bassin Havre,fr
21,citizen_sub_8a13a,LETTER,Griffintown Secteur Plané Planétarium Jardins Windsor,fr
22,citizen_sub_8a13a,LETTER,Gare WindsorVision d’un Quartier de l’innovation 20Commentaires spécifiques sur le projet •,fr
23,citizen_sub_8a13a,LETTER,Ù liens naturels est/ouest • Synergie:,fr
24,citizen_sub_8a13a,LETTER,Cité du multimédia mise en valeur de l’îlot central entre les rues William et Ottawa • Griffintown,fr
25,citizen_sub_8a13a,LETTER,Faubourg des Récollets 21Commentaires spécifiques sur le projet,fr
26,citizen_sub_8a13a,LETTER,La création d’aménagements urbains •,fr
27,citizen_sub_8a13a,LETTER,La stratégie de développement durable / valeurs de l’École •,fr
28,citizen_sub_8a13a,LETTER,La mise en valeur de l’îlot central entre les rues William et Ottawa • La zone d’arrêts d’autobus sur Dalhousie (clientèle de la Rive-Sud) 22P eel,fr
29,citizen_sub_8a13a,LETTER,Zone d’a Peel rrêts Dalh ousi eCommentaires,fr
30,citizen_sub_8a13a,LETTER,L’approche innovatrice de modernisation des réseaux souterrains,fr
31,citizen_sub_8a13a,LETTER,• Le concept novateur d’éclairage urbain •,fr
32,citizen_sub_8a13a,LETTER,La stratégie d’art public 24Commentaires spécifiques sur le projet,fr
33,citizen_sub_8a13a,LETTER,… • Fluidité des déplacements •,fr
34,citizen_sub_8a13a,LETTER,Limitation du trafic de véhicules au quadrilatère Peel et Notre-Dame : accident grave récemment •,fr
35,citizen_sub_8a13a,LETTER,"Mesures d’apaisement à la circulation : transport actif et collectif 25Pee l Notre-Dame Le trafic piétonnier généré par les étudiants, les professeurs et le personnel est important, notamment aux heures de pointe.",fr
36,citizen_sub_8a13a,LETTER,Il est appelé à se densifier encore davantage.,fr
37,citizen_sub_8a13a,LETTER,Conclusion • ÉTS + Société du Havre de Montréal = moteur d’une vision d’un vaste «,fr
38,citizen_sub_8a13a,LETTER,• Quartier Bonaventure : levier important de cette vision •,fr
39,citizen_sub_8a13a,LETTER,Défi Ù attrait de talents et entreprises Ù,fr
40,citizen_sub_8a13a,LETTER,Montréal : ville de savoir et de créativité,fr
