,file,speaker,sentence,lang
0,citizen_sub_8a32a,LETTER,Améliorer le service aux usagers Aménagement proposé de la zone d’arrêts,fr
1,citizen_sub_8a32a,LETTER,"Société du Havre de Montréal, mars 2009, QUÉBECMémoire de Transport 2000",fr
2,citizen_sub_8a32a,LETTER,Québec Le transport collectif et le corridor Dalhousie Qui sommes‐ nous?,fr
3,citizen_sub_8a32a,LETTER,Transport 2000 est une association nationale à but non lucratif fondée en 1977 ayant comme mission de : •défendre les droits et intérêts des usagers;,fr
4,citizen_sub_8a32a,LETTER,•ainsi que l’intégration des moyens de transport .,fr
5,citizen_sub_8a32a,LETTER,Québec Le transport collectif et le corridor Dalhousie,fr
6,citizen_sub_8a32a,LETTER,"Nos objectifs protéger les acquis du transport collectif dans cet important corridor, et améliorer la qualité du service offert aux usagers.",fr
7,citizen_sub_8a32a,LETTER,Québec Le transport collectif et le corridor Dalhousie Transport 2000,fr
8,citizen_sub_8a32a,LETTER,appuie les principaux objectifs énumérés dans Nos objectifs le document « Réaménagement de l’autoroute Bonaventure à l’entrée du centre-ville » rendu public en avril 2007.,fr
9,citizen_sub_8a32a,LETTER,Québec Le transport collectif et le corridor,fr
10,citizen_sub_8a32a,LETTER,Les objectifs du projet de la SHM que TR2000QC priorise : (1),fr
11,citizen_sub_8a32a,LETTER,"Diminuer la circulation routière en privilégiant le transport collectif, tout en maintenant la fluidité de la circulation QUÉBECMémoire de Transport 2000",fr
12,citizen_sub_8a32a,LETTER,Québec Le transport collectif et le corridor Dalhousie (2),fr
13,citizen_sub_8a32a,LETTER,Améliorer la qualité et la Les objectifs du projet de la SHM que TR2000QC priorise : sécurité de la circulation piétonnière de surface et souterraine en liaison avec les réseaux de transport collectif QUÉBECMémoire de Transport 2000,fr
14,citizen_sub_8a32a,LETTER,Québec Le tracé actuel du corridor (illustré en noir) •d’améliorer le niveau de confort des usagers;,fr
15,citizen_sub_8a32a,LETTER,• de réduire le temps de transit entre la rue Brennan et le Terminus Centre‐Ville (TCV),fr
16,citizen_sub_8a32a,LETTER,• d’assurer une meilleure fiabilité du service d’autobus.,fr
17,citizen_sub_8a32a,LETTER,Amé Aménagement proposé proposé de la zone d’ d’arrêts Dalhousie.,fr
18,citizen_sub_8a32a,LETTER,"Société du Havre de Montré Montréal, mars 2009, QUÉBECMémoire de Transport 2000",fr
19,citizen_sub_8a32a,LETTER,• d’améliorer le niveau de confort des usagers;,fr
20,citizen_sub_8a32a,LETTER,• de réduire le temps de transit entre la rue Brennan et le Terminus Centre‐Ville (TCV),fr
21,citizen_sub_8a32a,LETTER,• d’assurer une meilleure fiabilité du service d’autobus.,fr
22,citizen_sub_8a32a,LETTER,Amé Aménagement proposé proposé de la zone d’ d’arrêts Dalhousie.,fr
23,citizen_sub_8a32a,LETTER,"Société du Havre de Montré Montréal, mars 2009, QUÉBECMémoire de Transport 2000",fr
24,citizen_sub_8a32a,LETTER,Québec Le corridor Dalhousie permettra la création d’une zone tampon •d’améliorer le niveau de confort des usagers;,fr
25,citizen_sub_8a32a,LETTER,• de réduire le temps de transit entre la rue Brennan et le Terminus Centre‐Ville (TCV),fr
26,citizen_sub_8a32a,LETTER,• d’assurer une meilleure fiabilité du service d’autobus.,fr
27,citizen_sub_8a32a,LETTER,Amé Aménagement proposé proposé de la zone d’ d’arrêts Dalhousie.,fr
28,citizen_sub_8a32a,LETTER,"Société du Havre de Montré Montréal, mars 2009, QUÉBECMémoire de Transport 2000",fr
29,citizen_sub_8a32a,LETTER,Québec Alternative moins coûteuse au percement du tunnel .,fr
30,citizen_sub_8a32a,LETTER,Une oeuvre exclusive de Frédéric Back,fr
31,citizen_sub_8a32a,LETTER,"- Endosse le projet du Quartier Bonaventure, notamment la composante du Corridor Dalhousie;",fr
32,citizen_sub_8a32a,LETTER,- Invite les promoteurs à envisager de retarder le percement du tunnel sous le corridor du CN jusqu’à ce que le besoin se matérialise.,fr
