,file,speaker,sentence,lang
0,citizen_sub_8b3,LETTER,"URBAIN 180, boulevard René-Lévesque Est, local 105, Montréal (Québec) H2X 1N6",fr
1,citizen_sub_8b3,LETTER,Téléphone : (514) 522-1010 •,fr
2,citizen_sub_8b3,LETTER,Télécopie : (514) 527-3403,fr
3,citizen_sub_8b3,LETTER,Une « carte postale »... ou un milieu de vie ?,fr
4,citizen_sub_8b3,LETTER,action populaire en réaménagement urbain (FRAPRU) Présenté à l’Office de consultation publique de Montréal le 12 janvier 2010QUARTIER BONAVENTURE,fr
5,citizen_sub_8b3,LETTER,Une « carte postale »... ou un milieu de vie ?,fr
6,citizen_sub_8b3,LETTER,Le Front d’action populaire en réaménagement urbain (FRAPRU),fr
7,citizen_sub_8b3,LETTER,"regroupe 130 organismes nationaux, régionaux et locaux, dont une soixantaine située à Montréal.",fr
8,citizen_sub_8b3,LETTER,Il lutte depuis plus de trente ans en faveur du droit au logement.,fr
9,citizen_sub_8b3,LETTER,"Il intervient régulièrement dans les dossiers d’aménagement urbain, en faveur du droit au maintien dans les lieux et dans son milieu pour tous et toutes.",fr
10,citizen_sub_8b3,LETTER,"À l’heure où les centres urbains subissent de fortes pressions immobilières et sont appelés à subir de grandes transformations, le FRAPRU est particulièrement préoccupé par la place qui sera faite aux ménages locataires à faible et à modeste revenus dans les quartiers centraux de Montréal.",fr
11,citizen_sub_8b3,LETTER,C’est dans cette perspective que le FRAPRU prend position dans le dossier du réaménagement de l’autoroute Bonaventure et de l’édification du « Quartier Bonaventure ».,fr
12,citizen_sub_8b3,LETTER,INTRODUCTION Lors de sa présentation du nouveau «,fr
13,citizen_sub_8b3,LETTER,"Quartier Bonaventure » dessiné par la Ville et la Société du Havre pour remplacer la partie nord de l’autoroute Bonaventure, le porte-parole de la Ville a prédit que le secteur « sera digne des plus belles cartes postales ».",fr
14,citizen_sub_8b3,LETTER,Le FRAPRU ne partage pas cette vision magnifiée du projet et surtout pas l’approche idéalisée qu’elle sous-tend de l’aménagement des quartiers centraux.,fr
15,citizen_sub_8b3,LETTER,"Selon le FRAPRU, la présente consultation ne doit pas porter sur l’esthétisme de décors façonnés pour vendre Montréal, mais bien sur le cadre de vie qu’on s’apprête à construire pour les gens, des familles, qui y vivront.",fr
16,citizen_sub_8b3,LETTER,"Le FRAPRU est d’avis que ce projet doit avant tout être analysé en tenant compte des besoins actuels de la population montréalaise, en termes de logement et de transport, dans la perspective d’un développement durable.",fr
17,citizen_sub_8b3,LETTER,"Par ailleurs, le FRAPRU constate que la Ville a choisi, encore une fois, de subdiviser son projet de réfection de l’autoroute Bonaventure en trois phases, le soumettant à la consultation par petits morceaux.",fr
18,citizen_sub_8b3,LETTER,Elle prive pourtant la population d’une vision globale du développement de son centre-ville et de la possibilité d’en débattre largement.,fr
19,citizen_sub_8b3,LETTER,"Enfin, le FRAPRU remarque le « nouveau » quartier dessiné par la Ville pour les abords de la partie nord de Bonaventure ne tient pas ou peu compte de ceux et celles qui vivent déjà de part et d’autre de l’autoroute, dans Griffintown ou dans le Faubourg aux Récollets.",fr
20,citizen_sub_8b3,LETTER,Le gabarit des immeubles qu’elle projette pour le secteur n’a rien à voir avec celui des quartiers voisins;,fr
21,citizen_sub_8b3,LETTER,"il est plutôt le miroir des gratte-ciel du centreville, tout en haut de la côte.",fr
22,citizen_sub_8b3,LETTER,Une « carte postale »... ou un milieu de vie ?,fr
23,citizen_sub_8b3,LETTER,"» (suite) PASSER D’UN CADRE DE VIE INAPPROPRIÉ... À UN AUTRE Actuellement, ce secteur de la Ville est extrêmement pollué.",fr
24,citizen_sub_8b3,LETTER,"Poussières, émanations, cacophonies, voilà le lot des gens qui y circulent à pied ou à vélo ou, pire, de ceux qui y habitent.",fr
25,citizen_sub_8b3,LETTER,On peut même supposer sans grand risque de se tromper que cela explique qu’il se soit dépeuplé au fil des décennies...,fr
26,citizen_sub_8b3,LETTER,"Dans ce contexte, avant même de se prononcer sur la valeur du projet résidentiel proposé, on doit d’abord évaluer les aspects relatifs au transport.",fr
27,citizen_sub_8b3,LETTER,Le projet permettra-t-il de réduire suffisamment la circulation automobile pour que ça y devienne « vivable » ?,fr
28,citizen_sub_8b3,LETTER,L’autoroute compte actuellement 12 voies (incluant les voies de service).,fr
29,citizen_sub_8b3,LETTER,"Elle serait remplacée par un boulevard urbain de 8 voies, en plus d’un corridor à 2 voies pour les autobus en provenance de la RiveSud, longeant la rampe d’accès à la gare centrale.",fr
30,citizen_sub_8b3,LETTER,"Cela fait un total de 10 voies, sans compter la voie d’accès à l’autoroute Ville-Marie qui serait conservée à la demande du Ministère des transports du Québec.",fr
31,citizen_sub_8b3,LETTER,"Par ailleurs, le corridor Dalhousie risque fort de ne pas offrir toute la fluidité de circulation promise aux usagers et aux usagères du transport en commun de la Rive-Sud et de l’Île-des-Sœurs.",fr
32,citizen_sub_8b3,LETTER,"En effet, pour préserver la continuité de la trame des rues d’est en ouest (ou la refaire), les autobus devront croiser Wellington, Ottawa, William, Saint-Paul Ouest et Saint-Maurice;",fr
33,citizen_sub_8b3,LETTER,autant de risques de devoir s’arrêter.,fr
34,citizen_sub_8b3,LETTER,"Il serait sans doute plus opportun d’utiliser les sommes prévues pour l’aménagement du corridor Dalhousie pour consolider le transport ferroviaire entre la Rive-Sud et l’île de Montréal, tout en aménageant un accès routier avec l’Île-des-Sœurs, avec une voie réservée pour les autobus.",fr
35,citizen_sub_8b3,LETTER,"Selon le FRAPRU, la Ville et la Société du Havre proposent ni plus ni moins que de replacer une autoroute par une autre et de bâtir un « quartier » sur son terre-plein du milieu.",fr
36,citizen_sub_8b3,LETTER,On est loin d’un cadre de vie propice à l’établissement de familles et au développement d’un bon voisinage;,fr
37,citizen_sub_8b3,LETTER,"bien loin aussi du charme des quartiers anciens de Montréal (qui font de bien belles cartes postales, cela dit).",fr
38,citizen_sub_8b3,LETTER,"Déjà en 2006, près de 187 500 ménages locataires de Montréal éprouvent de graves problèmes de logements.",fr
39,citizen_sub_8b3,LETTER,"Ils devaient consacrer une part démesurée de leur revenu pour se loger, au détriment de leurs autres besoins essentiels et pour la moitié d’entre eux, ce n’est pas moins de 50 % du revenu qui passait en loyer.1 C‘était avant même la crise économique qui, depuis, a mis au chômage plusieurs de nos concitoyens et de nos concitoyennes.",fr
40,citizen_sub_8b3,LETTER,Une « carte postale »... ou un milieu de vie ?,fr
41,citizen_sub_8b3,LETTER,"Par ailleurs, la pénurie de logements entre dans sa dixième année.",fr
42,citizen_sub_8b3,LETTER,La proportion de logements inoccupés reste obstinément sous le seuil d’équilibre de 3 %.,fr
43,citizen_sub_8b3,LETTER,"Les logements familiaux, comme les logements bon marché, sont particulièrement rares.2 De plus, les quelque 22 300 ménages montréalais qui sont inscrits sur la liste d’attente de l’Office municipal d’habitation pour un HLM3 doivent attendre en moyenne 4 ans pour y accéder.4 Enfin, au moins 51 500 logements locatifs de la métropole nécessitent des réparations majeures.5 Dans ce contexte, les locataires de Montréal seraient en droit",fr
44,citizen_sub_8b3,LETTER,"d’espérer de leur Ville qu’elle ne laisse passer aucune occasion de résoudre ces problèmes de logement, au moins en partie.",fr
45,citizen_sub_8b3,LETTER,Et pourtant... Des effets spéculatifs « contaminants »,fr
46,citizen_sub_8b3,LETTER,On aura bien compris que la Ville compte sur la mise en valeur des terrains constitués par l’emprise actuelle de l’autoroute Bonaventure pour financer l’opération de transformation de l’autoroute en boulevard urbain.,fr
47,citizen_sub_8b3,LETTER,"On aura bien compris c’est également pour cette raison qu’elle y prévoit la construction de plusieurs gratte-ciel résidentiels dits « de prestige » totalisant 800 unités d’habitation, en plus de tours à bureaux et d’espaces commerciaux.",fr
48,citizen_sub_8b3,LETTER,"On aura aussi bien compris qu’elle espère stimuler ainsi le développement dans les quartiers voisins (visant la construction de 1200 logements de plus), toujours sur le même modèle, en hauteur, sans égard au bâti actuel.",fr
49,citizen_sub_8b3,LETTER,"Le FRAPRU est d’avis que cette façon de « valoriser » les terrains du secteur participe directement à une explosion du prix du foncier, voire à une spéculation immobilière : les terrains prennent de la valeur parce qu’on pourra y construire en hauteur et il faudra construire en hauteur pour rentabiliser l’achat des terrains...",fr
50,citizen_sub_8b3,LETTER,Cette stratégie inflationniste induira une augmentation des coûts de construction et conséquemment des prix des loyers des logements.,fr
51,citizen_sub_8b3,LETTER,Ceux-ci seront de moins en moins abordables et ne pourront répondre aux besoins des familles montréalaises.,fr
52,citizen_sub_8b3,LETTER,"Pire, cette approche a d’ores et déjà des effets « contaminants » sur la valeur des terrains du Faubourg des Récollets et de Griffintown, rendant extrêmement difficile, voire impossible, le développement de logements familiaux et plus largement de logements coopératifs et sans but lucratif.",fr
53,citizen_sub_8b3,LETTER,"Les effets de cette approche en hauteur, modelée sur le centre-ville, se font ressentir jusque dans Pointe Saint-Charles et Saint-Henri;",fr
54,citizen_sub_8b3,LETTER,"les locataires y sont préoccupéEs non seulement par la hausse de leurs loyers, mais aussi par leur avenir dans leur milieu.",fr
55,citizen_sub_8b3,LETTER,Rapports sur le marché locatif —,fr
56,citizen_sub_8b3,LETTER,4 L’habitation en bref;,fr
57,citizen_sub_8b3,LETTER,Société d’habitation du Québec (SHQ); 2009.,fr
58,citizen_sub_8b3,LETTER,Une « carte postale »... ou un milieu de vie ?,fr
59,citizen_sub_8b3,LETTER,"» (suite) Pourtant, cette surenchère du foncier n’est pas inéluctable.",fr
