,file,speaker,sentence,lang
0,citizen_sub_8a5,LETTER,Mémoire soumis à l’Office de Consultation publique de Montréal PM 09-009,fr
1,citizen_sub_8a5,LETTER,"Quartier Bonaventure Mémoire de Daniel Chartier, architecte paysagiste, amateur de marche dans le corridor des rues Université et Duke, promeneur qui apprécie les qualités paysagères exceptionnelles de ce corridor surdimensionné, ex-membre du comité exécutif de l’Association le Vieux-Port, organisme de consultation publique qui a défendu la protection et la mise en valeur des spécificités de cet exceptionnel territoire patrimonial.",fr
2,citizen_sub_8a5,LETTER,"Le présent mémoire souligne l’excellence de démarche générale poursuivie par la Société du Havre de Montréal, mais demande de réévaluer la portion de sa stratégie touchant le secteur Centre-Ville du corridor Bonaventure, objet de la présente consultation.",fr
3,citizen_sub_8a5,LETTER,"L’objectif d’une telle révision serait de mieux consolider l’image de marque de Montréal et de maximiser, à long terme, l’apport de ce projet au dynamisme de l’économie de la région métropolitaine.",fr
4,citizen_sub_8a5,LETTER,"Pour ce faire, il faudra passer outre à certains principes qui ont été érigés en dogmes par de nombreux groupes de pression au cours des dernières décennies, à savoir qu’il faut transformer systématiquement les lieux dotés de caractéristiques exceptionnelles en sites plus ou moins semblables à la trame urbaine environnante.",fr
5,citizen_sub_8a5,LETTER,Il faut tabler sur la mise en valeur des singularités du Havre de Montréal et particulièrement sur celles du secteur soumis à la consultation.,fr
6,citizen_sub_8a5,LETTER,"Il faut aussi tabler sur un véritable changement de paradigme, à savoir oublier l’ancienne vision axée uniquement sur l’automobile et opter pour une stratégie intégrée, alliant transport collectif, transport automobile et transport actif, dans un environnement de qualité exceptionnelle.",fr
7,citizen_sub_8a5,LETTER,"Certaines valeurs méconnues du territoire à l’étude et de ses alentours méritent d’être reconnues et mises en scène de façon innovatrice afin de consolider ce corridor comme axe cérémonial d’accès à Montréal tant au niveau des transports collectif, automobile et actif que comme éventuel lieu de prestige, véritable jonction d’abord entre le Centre-Ville et le VieuxPort et puis, un jour, avec le fleuve.",fr
8,citizen_sub_8a5,LETTER,"La vue de Montréal, offerte depuis le pont Champlain, est une image fort appréciée des Montréalais.",fr
9,citizen_sub_8a5,LETTER,Il s’agit même d’une de leurs préférées.,fr
10,citizen_sub_8a5,LETTER,"Le corridor menant au Centre-Ville depuis le pont Champlain, contribue fortement à cette impression, en prolongeant cette découverte progressive jusqu’au pied de plusieurs de gratte-ciels marquants de l’image de Montréal.",fr
11,citizen_sub_8a5,LETTER,"D’un autre côté, ce corridor autoroutier présente clairement plusieurs déficiences majeures qui doivent être transformées radicalement, comme le prévoit la Société du Havre de Montréal.",fr
12,citizen_sub_8a5,LETTER,Le projet global actuel est louable.,fr
13,citizen_sub_8a5,LETTER,"Ceci dit, il faut non seulement créer le boulevard urbain de prestige souvent évoqué, mais il faut aussi veiller à y intégrer le réseau de transport collectif de façon optimale.",fr
14,citizen_sub_8a5,LETTER,L’actuel système de voies réservées pour autobus de la Rive-Sud a atteint sa capacité limite.,fr
15,citizen_sub_8a5,LETTER,Le flot d’autobus refoule aux abords du 1000 de La Gauchetière.,fr
16,citizen_sub_8a5,LETTER,"Plus encore, ce réseau esttrès fragile et est interrompu au moindre incident qui survient sur ce long et complexe trajet.",fr
17,citizen_sub_8a5,LETTER,La fiabilité du réseau devient chaque jour plus aléatoire.,fr
