,file,speaker,sentence,lang
0,citizen_sub_8b4,LETTER,"Mémoire déposé à l’Office de consultation publique de Montréal Brigitte Beauchemin, présidente de la CCISOM",fr
1,citizen_sub_8b4,LETTER,Le projet de Réaménagement de l’Autoroute Bonaventure,fr
2,citizen_sub_8b4,LETTER,PROJET DE REAMENAGEMENT DE L’AUTOROUTE BONAVENTURE,en
3,citizen_sub_8b4,LETTER,Mémoire déposé à l’Office de consultation publique de Montréal TABLE DES MATIÈRES,fr
4,citizen_sub_8b4,LETTER,La Chambre de Commerce et d'industrie du Sud-Ouest de Montréal.....................................,fr
5,citizen_sub_8b4,LETTER,................................................................................................................... 1 La mission de la CCISOM,fr
6,citizen_sub_8b4,LETTER,- le Grand Sud-Ouest de Montréal ................................................................ 2 Profil géographique ...............................................................................................................,fr
7,citizen_sub_8b4,LETTER,Une brève vue d’ensemble ................................................................,fr
8,citizen_sub_8b4,LETTER,3 La profitabilité de l’investissement sur l’économie montréalaise ...........................................,fr
9,citizen_sub_8b4,LETTER,3 Rendre possible le développement résidentiel et commercial ................................................,fr
10,citizen_sub_8b4,LETTER,4 Une valeur ajoutée de plus d’un milliard de dollars..................................................................,fr
11,citizen_sub_8b4,LETTER,Le projet de Réaménagement de l’,fr
12,citizen_sub_8b4,LETTER,– Mémoire de la CCISOM 0Jeudi 7 janvier 2010,fr
13,citizen_sub_8b4,LETTER,LA CHAMBRE DE COMMERCE ET D'INDUSTRIE DU SUD-OUEST DE MONTREAL,en
14,citizen_sub_8b4,LETTER,"410, rue Lafleur, bureau 32 LaSalle (Québec) H8R 3H6",fr
15,citizen_sub_8b4,LETTER,Téléphone : 514 365-4575 Télécopieur : 514 365-0487,fr
16,citizen_sub_8b4,LETTER,– Conseil d’administration de la CCISOM,fr
17,citizen_sub_8b4,LETTER,– Sud-Ouest de Montréal Permanence : Gilles Dubien Directeur général,fr
18,citizen_sub_8b4,LETTER,"La Chambre de commerce et d'industrie du Sud-Ouest de Montréal (CCISOM) a pour mission première de doter les membres de la communauté d'affaires du sud-ouest de Montréal d'un forum d'échanges, d'informations et de représentations afin de contribuer à leur croissance économique.",fr
19,citizen_sub_8b4,LETTER,La Chambre s’assure de défendre les intérêts de ses membres en s’impliquant dans les dossiers et projets d’intérêt public susceptibles d’avantager le milieu des affaires.,fr
20,citizen_sub_8b4,LETTER,", la CCISOM compte aujourd’hui plus de 410 membres.",fr
21,citizen_sub_8b4,LETTER,"Le territoire desservi par la chambre comprend les arrondissements de Lachine, LaSalle, Sud-Ouest et Verdun.",fr
22,citizen_sub_8b4,LETTER,"Très présente au sein de la communauté d’affaires et impliquée dans de nombreux dossiers d’intérêt public, la Chambre est un partenaire privilégié dans des décisions d’ordre socioéconomique de la région.",fr
23,citizen_sub_8b4,LETTER,La CCISOM est membre de la Fédération des chambres de commerce du Québec (FCCQ) qui constitue le plus grand réseau de gens d’affaires au Québec et est aussi affiliée à la Chambre de Commerce du Canada.,fr
24,citizen_sub_8b4,LETTER,Le projet de Réaménagement de l’Autoroute Bonaventure,fr
25,citizen_sub_8b4,LETTER,– Mémoire de la CCISOM 1Jeudi 7 janvier 2010,fr
26,citizen_sub_8b4,LETTER,"Pour la Chambre de commerce et d’industrie, le grand Sud-Ouest de Montréal n’est pas seulement quatre arrondissements (Lachine, LaSalle, Sud-Ouest et Verdun) mais c’est un centre,",fr
27,citizen_sub_8b4,LETTER,"pour ne pas dire le centre, névralgique de la vitalité économique de la grande Ville de Montréal.",fr
28,citizen_sub_8b4,LETTER,"Avantageusement situé à proximité des ponts Mercier, Champlain et Victoria, des autoroutes 10, 13, 15, 20, 30 et 40, de l’aéroport Montréal",fr
29,citizen_sub_8b4,LETTER,", du port de Montréal (15 minutes), de deux réseaux ferroviaires donnant accès au marché américain (60 minutes), le Grand Sud-Ouest de Montréal est bordé en plusieurs points par l’autoroute Bonaventure, ce qui, hors et déjà, en fait un pôle d’attraction important pour les entreprises et les industries pour qui la profitabilité passe par la solidité et la fiabilité d’un réseau routier performant.",fr
