,file,speaker,sentence,lang
0,citizen_sub_8a40a,LETTER,RÉAMÉNAGEMENT DE L’AUTOROUTE BONAVENTURE (PHASE 1),en
1,citizen_sub_8a40a,LETTER,POUR CONSTRUIRE LE COULOIR DALHOUSIE À 114 MILLIONS $ «,en
2,citizen_sub_8a40a,LETTER,"La rue Bonaventure, on en a parlé tantôt.",fr
3,citizen_sub_8a40a,LETTER,"Pour y arriver, c’est qu’il y aurait tellement peu de différence",fr
4,citizen_sub_8a40a,LETTER,avec la solution actuelle que vraiment l’intérêt,fr
5,citizen_sub_8a40a,LETTER,a été de ne plus retenir cette solution,fr
6,citizen_sub_8a40a,LETTER,"‐là puisqu’on gardait les véhicules, en réalité, dans la circulation automobile, donc, sans trop trop d’avantage.",fr
7,citizen_sub_8a40a,LETTER,"» •Réjean Durocher, Société du HavreC’est donc dire que les montréalais, suivant l’hypothèse de la Société du Havre et de ses amis, auront à débourser 114 millions pour économiser 30 secondes à nos amis de la rive‐sud et cela si on se fit aux propos tenus par M. Carette de la ville de Montréal.",fr
8,citizen_sub_8a40a,LETTER,La Société du Havre ne s’est pas intéressé à comparer l’effet du transport en commun sur l’autoroute Bonaventure actuelle et celle projetée mais ne s’est intéressé qu’uniquement à comparer l’autoroute Bonaventure actuelle avec le couloir Dalhousie.,fr
9,citizen_sub_8a40a,LETTER,Donc elle ne peut affirmer si la future autoroute Bonaventure ne fera pas économiser les mêmes 30 secondes .Il,fr
10,citizen_sub_8a40a,LETTER,n’y qu’a Montréal que l’on peut rêver d’un projet nécessitant un taux de densité de population au kilomètre carré comparable à Hong Kong (25 350 habitants au km2 vs 2000 pour Montréal) pour proposer un projet tel que celui de l’autoroute Bonaventure.,fr
11,citizen_sub_8a40a,LETTER,Comment justifier autrement un projet immobilier localisé entre deux autoroutes ?,fr
12,citizen_sub_8a40a,LETTER,"Le parc, l’ilot vert, que la Société du Havre nous propose est possiblement une répétition du Square Vigor, faisant face à l’hôtel de ville et ceinturé des rue Viger, St‐Denis, St‐Antoine et St‐Hubert, ou encore une répétition du Square Émilie‐Gamelin.",fr
13,citizen_sub_8a40a,LETTER,Ces lieux sont très prisés des itinérants et des toxicomanes.,fr
14,citizen_sub_8a40a,LETTER,"Pour une entré de ville qui soit percutante, s’il m’est permis d’utiliser le vocabulaire de Société du Havre, cela serait très percutant en effet le soir venu.",fr
15,citizen_sub_8a40a,LETTER,"La Société du Havre ne mentionne pas explicitement dans sa documentation, de même qu’aux résidents du Lowney, que l’horaire des autobus dans le couloir",fr
16,citizen_sub_8a40a,LETTER,Dalhousie sera de 5 am à minuit.,fr
17,citizen_sub_8a40a,LETTER,"minuit Donc aux résidents ayant pignon sur la rue Saint‐Maurice, ceux‐ci seront exposé à 20 heures par jour au bruit et à la pollution des autobus de la rive‐sud.",fr
18,citizen_sub_8a40a,LETTER,C’est dire du peu d’intérêt que peuvent porter les promoteurs de ce projet aux résidents du quartier.,fr
19,citizen_sub_8a40a,LETTER,"Les piétons de Griffintown Comment expliquer alors aux résidents du quartier que le chantier no 16, 16 du plan de transport de la ville de Montréal, qui s’intitule : Redonner aux résidents des quartiers montréalais la qualité de vie qui leur revient On y parle de mesures visant à apaiser la circulation, améliorer la sécurité et redonner aux résidents de ces quartiers la quiétude et la qualité de vie qui leur revient.",fr
20,citizen_sub_8a40a,LETTER,Dalhousie fait dans le sens contraire et pourtant M. Carette de la ville de Montréal le défend.,fr
21,citizen_sub_8a40a,LETTER,Plan de transport de la ville de Montréal intitulé :,fr
22,citizen_sub_8a40a,LETTER,"Le plan de transport, un choix de société.",fr
23,citizen_sub_8a40a,LETTER,M. Carette de la ville de Montréal s’exprimant le 1er décembre dernier nous disait «,fr
24,citizen_sub_8a40a,LETTER,"Au niveau du plan de transport, nous avons adopté une charte des piétons.",fr
25,citizen_sub_8a40a,LETTER,tons Cette charte de piétons s’assure de respecter et de s’assurer de l’intégration de l’ensemble des aménagements pour favoriser la marche à pied et on doit appliquer également cette charte de piétons dans le projet Bonaventure.,fr
26,citizen_sub_8a40a,LETTER,"Elle est où cette charte sachant qu’un piéton se doit de traverser les rues Notre‐Dame d’un coté, de L’Inspecteur de l’autre et finalement Saint‐Maurice, un couloir ou circulent 1 900 autobus, soit 1 autobus au 17 secondes à l’heure de pointe, afin de rentrer chez lui ?",fr
27,citizen_sub_8a40a,LETTER,vivant s’entend!Qu’en est‐il encore lorsque M. Réjean Durocher dit : «,fr
28,citizen_sub_8a40a,LETTER,"Monsieur Carette l’a démontré tantôt, on passe directement en dessous de près de 700 résidences qui sont les gens de la Lowney.",fr
29,citizen_sub_8a40a,LETTER,"On est vraiment dans une zone de conflit avec la circulation automobile, les commerces, les résidents, des difficultés pour une petite rue comme celle‐là (L’Inspecteur).",fr
30,citizen_sub_8a40a,LETTER,"Alors, cette solution aussi également a été rejetée.",fr
