,speaker,sentence,lang
0,LETTER,QUARTIER BONAVENTURE BONAVENTURE (PHASE I) RÉAMÉNAGEMENT DE L’AUTOROUTE INTRODUCTION:,en
1,LETTER,Depotium is the largest mini-storage company in Quebec and the fourth largest in Canada.,en
2,LETTER,"Since our inception in 1995 we have occupied parts of certain buildings underneath the CN tracks from the corner of St. Antoine and University, and along Nazareth from Saint-Jacques to Ottawa.",en
3,LETTER,"We currently occupy 5 buildings known as CV 1, 2, 4, 5 and 6, which front University and Nazareth.",en
4,LETTER,CV 1 runs from Saint-Antoine to Saint-Jacques along University.,fr
5,LETTER,"CV 2 runs from Saint-Jacques to Notre-Dame along Nazareth, CV 4 runs from Saint-Maurice to Saint-Paul along Nazareth, CV 5 runs from Saint-Paul to William along Nazareth and CV 6 runs from William to Ottawa along Nazareth.",en
6,LETTER,"Since Depotium controls a significant amount of real-estate forming a part of the Société du Havre de Montreal’s (herein after referred to as the “Society”) project, Depotium has an equal interest to ensure its business is protected and well received.",en
7,LETTER,"We opine the Society can bring down the expressway, change the highway to boulevards but selling the land in the middle of two major arteries is not reasonable.",en
8,LETTER,"There are lots of other parcels of lands in the vicinity of the city center, such as Griffon town, Cité Media, Bridge Street and Old Post Office Depot to build high rises with better views and leasing quarters.",en
9,LETTER,"In addition, the slide show presented by the Society at the public consultation meetings in late November and early December 2009, not only depicted the new Bonaventure Expressway Project but completely ignored Depotium.",en
10,LETTER,"Rather than show casing our sites, the Society deliberately “erased” our existence and showed photographs or artist renderings of outdoor cafés and restaurants.",en
11,LETTER,The Society having visited Depotium must have known we have a 40-year registered Lease and the Society must deal with us in an acceptable manner.,en
12,LETTER,"In the section entitled «Positionnement et Potentiel de Marché Commercial pour le Projet de Développement Commercial suite au Réaménagement de L’autoroute Bonaventure», the Society highlights three areas that must be redeveloped : The Central Island, Faubourg des Récollets and CN buildings.",fr
13,LETTER,"In fact, when addressing the CN buildings on page 2, the Society talks about reutilizing the space for commercial and public purposes.",en
14,LETTER,"Furthermore, I draw the Society’s attention to section 3.2 entitled Viaduc Ferroviaire du Canadien National”, wherein the Society shows a photograph of Berlin and Queensboro Bridge as examples to redevelop the CN buildings.",en
15,LETTER,The Society also talks about transforming the backside of our building(s) facing Dalhousie into a bus terminal with possible access through the building(s) from Dalhousie to Nazareth.,en
16,LETTER,What we fail to understand is why the Society wishes to use our buildings when there is so much available land directly across the street on Dalhousie?,en
17,LETTER,"The Society knows or ought to know we have a 40-year registered Lease, so why does the Society blatantly erase our business?",en
18,LETTER,We are troubled by the apparent contempt towards our business.,en
19,LETTER,"Since our inception in 1995, we have won the Consumer’s Choice Award for the past 12 years and we are recommended by CAA.",en
20,LETTER,"The projects in the pipeline, Griffon Town and Réaménagement de l’autoroute Bonaventure, will increase the need of self-storage dramatically.",en
