,speaker,sentence,lang
0,LETTER,"Montréal, le 26 Décembre 2009",fr
1,LETTER,"Office de Consultation Publique de Montréal 1550, rue Metcalfe Bureau 1414",fr
2,LETTER,"Montréal, Québec, Canada H3A",fr
3,LETTER,"Bureau de la consultation publique de Montréal Sujet Mémoire sur le projet de réaménagement de l’autoroute Bonaventure : Monsieur, Madame, Pour faire suite aux audiences sur le projet du réaménagement de l’autoroute Bonaventure, je trouve que le projet est très intéressant.",fr
4,LETTER,Il permet de corriger certaines erreurs du passe que cette autoroute à provoquer.,fr
5,LETTER,Le projet corrige les erreurs suivantes : Diminution des véhicules motorisés pour le centre-ville de Montréal.,fr
6,LETTER,Diminution probable des bouchons de circulations journalières.,fr
7,LETTER,Récupération des terrains pour l’usage spéculatif et récréatif.,fr
8,LETTER,Éliminer la défiguration que cette autoroute a crée au niveau du secteur du Vieux-Montréal et du secteur sud-ouest.,fr
9,LETTER,"Durant de la présentation de se projet, j’ai remarqué que le promoteur n’a pas fait beaucoup mention de l’implantation du tramway du Havre.",fr
10,LETTER,"Si ont retourné à quelques années ultérieures, cette même société avait fait la promotion du même projet avec l’implantation probable de deux lignes de tramways suivantes : La ligne de tramway du Havre.",fr
11,LETTER,"La ligne de tramway qui circulera sur l’île Jean Drapeau et l’île Notre-Dame via par le bassin Peel, l’ateliers du CN et de Via Rail Canada et de la Cité-du-Havre.",fr
12,LETTER,L’implantation du tramway du Havre à l’intérieur de la première phase de se projet permettra de bonifier se même projet et aussi le projet Griffintown.,fr
13,LETTER,"Cette même voie de tramway urbaine sur la rue Peel pourra faire circuler le tramway du Havre, le tram-train de Lachine et le tram-train de Brossard vers le centre-ville.",fr
14,LETTER,Les deux lignes de tram-trains pourront accéder au centre-ville de Montréal par une des deux solutions expliquent dans la mémoire.,fr
15,LETTER,J’inclus à cette lettre la mémoire sur un système de transport urbain sur rail pour la consultation sur le réaménagement de l’autoroute Bonaventure.,fr
16,LETTER,"Je vous prie de recevoir, Monsieur, Madame, mes salutations distinguées.",fr
17,LETTER,Mariano VentrescaRéaménagement de l’autoroute Bonaventure,fr
18,LETTER,Remise de la mémoire à L’Office de Consultation Publique de Montréal 28 Décembre 2009,fr
19,LETTER,Mariano VentrescaSystème de transport urbain sur rail,fr
20,LETTER,Tramway du Havre Tram-TrainTABLE,en
21,LETTER,1 Introduction 4 2 Définition du terme tram-train et pré-métro 6 3 Le tramway du Havre 7 4 La première solution 5 4.1,fr
22,LETTER,Le tram-train de Lachine 9 4.2,fr
23,LETTER,Le tram-train de Brossard vers le centre-ville de Montréal 10 4.3,fr
24,LETTER,La solution 10 La deuxième solution 5.1,fr
25,LETTER,Le tram-train de Lachine 13,fr
26,LETTER,5.2 Le tram-train de Brossard vers le centre-ville de Montréal 13 5.3,fr
