,speaker,sentence,lang
0,LETTER,Quartier Bonaventure de la Société du Havre de Montréal Un projet structurant dont Montréal a besoin,fr
1,LETTER,présenté lors des audiences de l’Office de consultation publique de Montréal Par M. Jacques Girard Président du Conseil Président-directeur général par intérim Centre Financier International de Montréal,fr
2,LETTER,Le Centre Financier International de Montréal (CFI-Montréal) est un organisme qui se consacre au développement de Montréal comme place financière internationale.,fr
3,LETTER,"Plus précisément, l’équipe de CFI-",fr
4,LETTER,Montréal fait la promotion de Montréal auprès des sociétés financières du monde et joue un rôle de démarchage et d’accompagnement de celles qui choisissent de s’installer ici pour y effectuer les transactions financières internationales prévues au programme.,fr
5,LETTER,"Le gouvernement du Québec offre, aux entreprises qui se qualifient, des avantages fiscaux, tant corporatifs que personnels pour les travailleurs stratégiques qui y sont employés.",fr
6,LETTER,Cela démontre bien combien la main-d’œuvre qualifiée est le facteur clé dans le secteur financier.,fr
7,LETTER,Ce programme à l’intention des CFI a été créé en 1986 et est administré par le ministère des Finances du Québec.,fr
8,LETTER,"En ce qui me concerne, je me suis senti personnellement interpellé par cette consultation.",fr
9,LETTER,"Mon expérience de la mise en marché et de la promotion de Montréal comme métropole couvre plus de trois décennies, si on compte la nouvelle qui a commencé il y a quelques jours.",fr
10,LETTER,"Que ce soit comme PDG de Montréal International durant plus de sept ans ou à titre de président du Conseil de CFI-Montréal depuis 1997 et de PDG par intérim depuis quatre ans, j’ai pu observer ce qui fonctionne dans l’attraction d’investissements à l’international et ce qui peut faire la différence entre succès et échec dans les efforts déployés pour devenir une localisation recherchée.",fr
11,LETTER,En compétition avec les grandes villes du monde,fr
12,LETTER,"Une chose est certaine et ne surprendra personne, mais encore faut-il constamment le rappeler : le succès attire le succès.",fr
13,LETTER,"J’ajouterais que l’image du succès joue un rôle tout aussi important que le succès lui–même, du moins pour attirer un premier regard, susciter un intérêt initial.",fr
14,LETTER,"Les entreprises ont un très vaste choix de destinations possibles quand vient le temps d’ouvrir un nouveau bureau ou une nouvelle antenne pour leurs activités, un choix qui s’est diversifié au cours des dernières années avec la montée en flèche des pays émergents, notamment du BRIC (Brésil, Russie, Inde et Chine).",fr
15,LETTER,"Et ne nous mettons pas la tête dans le sable, la compétition est féroce et les gouvernements jouent du coude à qui mieux mieux pour attirer et retenir des entreprises de secteurs aussi porteurs que la finance.",fr
16,LETTER,"Il n’y a pas que dans l’aérospatiale où c’est la surenchère d’incitatifs fiscaux et financiers par les villes, les États, les pays…",fr
17,LETTER,"Pour se démarquer, Montréal doit non seulement miser sur ses atouts traditionnels, mais elle doit prouver qu’elle inspire le dynamisme et l’innovation, qu’elle peut générer des projets porteurs, améliorant la qualité de vie de ses citoyens, et qui la propulsent à l’avant-scène des villes, qui concrétisent une vision du développement durable, conforme aux plus hauts standards de qualité, de respect de l’environnement et de promotion des modes de transport actifs.",fr
18,LETTER,"Toutes les villes du monde souhaitent attirer des investissements, le secteur financier est l’un des plus convoités.",fr
19,LETTER,"Partout en Europe, des villes comme Londres, Paris, mais aussi Bruxelles, le Luxembourg et Munich, préparent des plans d’affaires pour attirer et retenir les sociétés financières, génératrices de retombées directes et indirectes substantielles.",fr
20,LETTER,Elles déploient des stratégies sectorielles et appuient des initiatives de développement de leur ville porteuses.,fr
21,LETTER,"Ne pensons qu’au grand projet français de modernisation, appelé La Défense 2015, qui prévoit la modernisation et la remise au goût du jour de ce centre d’affaires névralgique parisien, qui date du début des années 1960.",fr
