,speaker,sentence,lang
0,LETTER,"Le Quartier Bonaventure… un grand projet de reconstruction durable Mémoire de Climatisation et Chauffage urbains de Montréal (CCUM) soumis à l’Office de consultation publique de Montréal, le 7 janvier 2010.",fr
1,LETTER,Sommaire          ,fr
2,LETTER,CCUM produit et distribue de l’énergie pour le chauffage et la climatisation des immeubles.,fr
3,LETTER,L’entreprise exploite une centrale thermique dans le Quartier Bonaventure depuis 1947.,fr
4,LETTER,"Elle dessert les principaux immeubles du centre-ville, de même que le campus en développement de l’École de Technologie Supérieure et la plupart des nouveaux bâtiments de la Cité Multimédia.",fr
5,LETTER,CCUM voit dans le projet du Quartier Bonaventure une opportunité unique pour une meilleure gestion énergétique et environnementale en milieu urbain.,fr
6,LETTER,CCUM déclare deux niveaux d’intérêt dans ce projet.,fr
7,LETTER,"Un intérêt commercial : ses installations peuvent desservir en vapeur, en eau chaude ou en eau froide tous les immeubles prévus dans le cadre du projet.",fr
8,LETTER,Un intérêt citoyen : la climatisation et le chauffage offerts à l’échelle urbaine contribuent à la préservation de notre environnement et au développement durable de notre collectivité.,fr
9,LETTER,"Les avantages de la climatisation et du chauffage urbains se résument ainsi : coûts moindres, plus grande flexibilité architecturale, meilleur contrôle des systèmes, accès facilité aux points de la certification LEED, fiabilité accrue, efficacité supérieure.",fr
10,LETTER,"CCUM est d’avis que le projet du Quartier Bonaventure est une occasion à ne pas rater de poser des gestes concrets afin d’améliorer notre environnement urbain et son développement, notamment en ce qui a trait aux infrastructures d’utilité publique et à la conception des immeubles.",fr
11,LETTER,"Alors que l’éco-responsabilité s’impose progressivement comme valeur de société, la Société du Havre de Montréal souhaite faire du Quartier Bonaventure un projet exemplaire au plan du développement durable.",fr
12,LETTER,"CCUM voit là l’occasion d’un virage vert qui se doit d’être collectif, animé par un plan d’action à plusieurs volets, concerté et ayant mission d’exemple en matière de gestion responsable de notre milieu de vie.",fr
13,LETTER,CCUM est prête à y participer avec enthousiasme.,fr
14,LETTER,"À cette fin, CCUM est disposée à mettre en œuvre six mesures : o optimiser la performance énergétique de ses installations;",fr
15,LETTER,"o o offrir dans le Quartier Bonaventure un réseau d’eau chaude à basse température (110 ) permettant, notamment, de faire disparaître les panaches de vapeur émis par sa centrale;",fr
16,LETTER,o améliorer l’esthétique extérieure de ses installations;,fr
17,LETTER,o actualiser son réseau de distribution en fonction de la demande future;,fr
18,LETTER,o mettre à la disposition de la SHM ses experts-conseils;,fr
19,LETTER,o accentuer ses efforts de communication avec le public.,fr
20,LETTER,"En retour, CCUM souhaiterait que la SHM considère les quatre suggestions suivantes : o imposer par voie réglementaire le respect des critères du programme LEED ou autres programmes de certification environnementale équivalents;",fr
21,LETTER,o étudier la faisabilité technique et la viabilité financière de chauffer le domaine public afin de réduire le bilan énergétique associé au déblaiement de la neige;,fr
22,LETTER,o prévoir le passage des conduites de distribution de la chaleur et du froid dans le domaine public;,fr
23,LETTER,o faire en sorte que les installations de CCUM soient considérées d’utilité publique dans la réglementation de zonage de la Ville et de ses arrondissements.,fr
24,LETTER,fermement que l’avenir de Montréal repose sur des gestes d’aménagement réfléchis et concertés… et sur des réponses pragmatiques pour une meilleure qualité de vie urbaine et un développement durable.,fr
25,LETTER,Le projet du Quartier Bonaventure offre une opportunité à ne pas rater de poser de nombreux gestes d’avenir qui vont dans ce sens.,fr
26,LETTER,Le Quartier Bonaventure… un grand projet de reconstruction durable Mémoire de Climatisation et Chauffage urbains de Montréal (CCUM) soumis à l’Office de consultation publique de Montréal le 7 janvier 20101.,fr
27,LETTER,"Je suis Jean-Claude Michel, directeur de Climatisation et chauffage urbains de Montréal (CCUM).",fr
28,LETTER,Notre entreprise est installée à Montréal,fr
29,LETTER,et plus précisément dans le Quartier Bonaventure,fr
30,LETTER,CCUM est une co-entreprise détenue conjointement par Dalkia Canada et Gaz Métro Plus.,fr
31,LETTER,"Dalkia Canada est une filiale du groupe français Dalkia, acteur majeur de la gestion énergétique et environnementale intervenant auprès des collectivités et des entreprises.",fr
32,LETTER,Dalkia est détenue par Veolia Environnement et EDF (Électricité de France).,fr
33,LETTER,Dalkia produit et distribue de l’énergie pour le chauffage et la climatisation des immeubles.,fr
34,LETTER,L’entreprise offre aussi de l’expertise en gestion et en transformation de l’énergie.,fr
35,LETTER,Les services offerts par Dalkia visent l’économie des ressources et la réduction des émissions de gaz à effet de serre (GES) depuis l’usine de production jusqu’au consommateur.,fr
36,LETTER,CCUM possède une centrale thermique d’une puissance installée de 120 MW en chaleur et de 9 MW en climatisation.,fr
37,LETTER,"La centrale est située sur la rue de Nazareth, au coin de la rue Wellington.",fr
38,LETTER,CCUM offre deux types de services :  l’alimentation des immeubles en vapeur à des fins de chauffage;,fr
39,LETTER,alimentation des systèmes de climatisation et de chauffage des immeubles,fr
40,LETTER,en eau refroidie et en eau chaude,fr
41,LETTER,Le territoire desservi par CCUM est montré sur la planche à l’écran.,fr
42,LETTER,Il s’étend sur environ 2 km depuis notre centrale de la rue de Nazareth.,fr
43,LETTER,La longueur actuelle du réseau est de 3 km et compte trois composantes principales :  un réseau de vapeur desservant les principaux immeubles du centre-ville;,fr
44,LETTER, un embranchement majeur desservant le campus de l’ETS;,fr
45,LETTER, un réseau d’eau chaude et d’eau froide qui dessert la plupart des nouveaux immeubles de la Cité Multimédia.,fr
46,LETTER,"Nos principaux clients actuels comprennent des immeubles de grande envergure hébergeant des bureaux, des commerces, des résidences et des institutions d’enseignement.",fr
47,LETTER,Pourquoi trouvons-nous important d’intervenir dans le cadre de cette consultation publique ?,fr
48,LETTER,Parce que le projet du Quartier Bonaventure offre une opportunité unique de poursuivre la rationalisation de la consommation d’énergie dans le centre-ville de Montréal.,fr
49,LETTER,"Nous croyons qu’il en va de l’intérêt public de mettre en évidence cet aspect positif du projet, qui n’a pas été abordé durant les séances de consultation publiques tenues à ce jour.",fr
50,LETTER,"En effet, nous croyons important de souligner que le projet du Quartier Bonaventure est plus qu’un projet de reconfiguration des parcours de transports en commun vers le Terminus Centre-Ville (TCV).",fr
51,LETTER,"Nous sommes étonnés du peu de cas fait, au cours des consultations, de l’engagement de la SHM à l’égard du développement durable.",fr
52,LETTER,"Nous pourrions signaler le grand intérêt que nous voyons dans plusieurs des facettes de ce projet, telles :  la démolition de la structure de béton de l’autoroute Bonaventure, qui nous libère d’un obstacle visuel inesthétique;",fr
53,LETTER, la volonté de marquer avec élégance l’entrée du centre-ville par un geste qui crée une occasion d’afficher fièrement le dynamisme et la créativité des Montréalais;,fr
54,LETTER, ou encore l’opportunité de dynamiser le développement immobilier dans le secteur et de retisser la trame urbaine des faubourgs.,fr
55,LETTER,"Ceci dit, permettez-nous, madame la Présidente, de concentrer notre intervention sur le sujet que nous maîtrisons le mieux : la gestion énergétique et environnemental en milieu urbain.",fr
56,LETTER,Notre intérêt Certains diront : voilà une entreprise qui a un intérêt évident dans la réalisation du projet.,fr
57,LETTER,CCUM a un intérêt dans ce projet parce qu’elle fournit aux collectivités comme aux entreprises des services qui contribuent aux objectifs de la SHM et aux politiques de la Ville de Montréal.,fr
58,LETTER,"Nous sommes des acteurs importants dans le domaine de la gestion énergétique et environnementale, et ce depuis plus de soixante ans.",fr
59,LETTER,Nous déclarons sans gêne avoir DEUX niveaux d’intérêts dans ce projet: un intérêt commercial et un intérêt citoyen.,fr
60,LETTER,Nos installations de production sont situées dans le territoire visé par le projet et notre aire de distribution englobe l’ensemble du territoire d’intervention de la SHM.,fr
61,LETTER,"CCUM peut donc desservir en vapeur, en eau chaude ou en eau refroidie tous les immeubles dont la construction est prévue dans le cadre de ce projet.",fr
62,LETTER,Nos équipes de professionnels peuvent même conseiller les concepteurs de ces immeubles en vue de les rendre plus économiques à exploiter et moins polluants.,fr
63,LETTER,Notre intérêt citoyen : Nous sommes aussi intéressés en tant que citoyen corporatif.,fr
