,speaker,sentence,lang
0,LETTER,RÉAMÉNAGEMENT DE L’AUTOROUTE BONAVENTURE (PHASE 1) MÉMOIRE DÉPOSÉ PAR PATRICK LATENDRESSE,en
1,LETTER,POUR CONSTRUIRE LE COULOIR DALHOUSIE À 100 MILLIONS $ «,en
2,LETTER,"La rue Bonaventure, on en a parlé tantôt.",fr
3,LETTER,"Pour y arriver, c’est qu’il y aurait tellement peu de différence",fr
4,LETTER,avec la solution actuelle que vraiment l’intérêt,fr
5,LETTER,a été de ne plus retenir cette solution,fr
6,LETTER,"‐là puisqu’on gardait les véhicules, en réalité, dans la circulation automobile, donc, sans trop trop d’avantage.",fr
7,LETTER,"» Réjean Durocher, Société du HavreL’auteur : futur résident du quartier et sensible à tout projet urbain qui ne va pas dans l’intérêt général des montréalais.",fr
8,LETTER,"L’intérêt porté au projet tient principalement au fait que les sommes en jeu sont importantes et qu’avec l’actuelle situation économique, la ville de Montréal n’a pas le luxe de s’offrir une entrée de ville dite percutante au goût de certains.",fr
9,LETTER,Si la Société du Havre veut une entrée percutante elle aurait avantage à s’attarder aux milliers de nid‐ de‐poule qui altèrent notre ville et la dévisage aux yeux des touristes.,fr
10,LETTER,Elle pourrait aussi s’attarder aux millions de litres d’eau perdus via des conduites vétuste.,fr
11,LETTER,Mon opinion est que l’on doit remettre en état l’autoroute Bonaventure tel que tout bon gestionnaire responsable se doit de le faire.,fr
12,LETTER,L’actuelle autoroute est celle qui nous donne cette merveilleuse perspective sur la ville.,fr
13,LETTER,"Pour ceux qui diront que de nouvelles tours verront le jour au centre du futur boulevard, je ne puis répondre qu’eux‐mêmes n’y emménageraient pas.",fr
14,LETTER,Qui se vanterait de vivre entre deux autoroutes urbaines?,fr
15,LETTER,"Ma préoccupation première porte sur la place faite aux résidants actuels de Griffintown, nommément ceux du Lowney.",fr
16,LETTER,"Après la lecture des nombreux rapports d’ingénieur et autres professionnels, on s’aperçoit qu’il n’y a aucune étude qui ne se soit attardée spécifiquement à ces résidents et à l’impact sur leur milieu de vie.",fr
17,LETTER,"La suggestion est simple, remettre en état l’autoroute.",fr
18,LETTER,"Prendre les 100 millions de dollars du couloir Dalhousie et les réinvestir dans Griffintown afin d’y favoriser son développement immobilier et social, en favorisant par exemple l’installation d’un marché public, la remise en état des édifices patrimoniaux, etc.",fr
19,LETTER,La suite du texte tentera de vous exposer certaines failles qui accablent le projet tel que défendu par la Société du Havre.,fr
20,LETTER,"L’aspect financier 1.1 À la lecture des documents fournis par la Société du Havre, il appert que le coût estimé du couloir",fr
21,LETTER,Dalhousie est de l’ordre de 86 Million de dollars.,fr
22,LETTER,"Ce coût a été estimé en 2008, et nous savons tous, que le projet envisagé par la Société du Havre n’en est encore qu’à un stade d’élaboration.",fr
23,LETTER,Les coûts augmentent avec le temps nous disent les ingénieurs.,fr
24,LETTER,Donc il est facile pour l’ensemble des montréalais de conclure que le coût final du projet du couloir sera plus près des 100 millions que des 86 millions de dollars actuel.,fr
25,LETTER,"C’est donc dire que les montréalais, suivant l’hypothèse de la Société du Havre et de ses amis, auront à débourser 100 millions pour économiser 30 secondes à nos amis de la rive‐sud et cela si on se fit au propos tenu par M. Carette de la ville de Montréal1.",fr
26,LETTER,Ce qui est surprenant ici est de savoir que la Société du Havre ne s’est pas intéressé à comparé l’effet du transport en commun sur l’autoroute Bonaventure actuelle et celle projetée mais ne s’est intéressé qu’uniquement à comparer l’autoroute Bonaventure actuelle avec le couloir Dalhousie.,fr
27,LETTER,Donc elle ne peut affirmer si la future autoroute Bonaventure ne fera pas économiser les mêmes 30 secondes et ce sans le couloir Dalhousie.,fr
