,speaker,sentence,lang
0,LETTER,Consultation sur le Quartier Bonaventure (phase I),fr
1,LETTER,Déposé à l’Office de consultation publique de Montréal 7 janvier 2010,fr
2,LETTER,"Groupe de ressources techniques Bâtir son quartier 1945, rue Mullins, bureau 120, Montréal (Québec)",fr
3,LETTER,"Le Groupe de ressources techniques Bâtir son quartier est une entreprise d’économie sociale qui, depuis plus de 30 ans, coordonne la réalisation de projets d’habitation communautaire sous forme de coopératives et d’organismes à but non lucratif d’habitation.",fr
4,LETTER,"Il supporte aussi la réalisation de projets immobiliers communautaires tels que des centres communautaires, des centres de la petite enfance et des locaux d’entreprises d’économie sociale.",fr
5,LETTER,"L’organisation contribue ainsi au développement d’un patrimoine immobilier collectif durable pour la population montréalaise, l’accessibilité des loyers étant maintenue à long terme.",fr
6,LETTER,"Bâtir son quartier offre aux organismes promoteurs tous les services d’accompagnement, de coordination, de formation et de support technique et administratif nécessaires au démarrage, à la réalisation et à la prise en charge des projets d’habitation communautaire.",fr
7,LETTER,"Dans toutes ses interventions, Bâtir son quartier met de l’avant les valeurs de prise en charge, de démocratie, de solidarité et de responsabilisation individuelle et collective.",fr
8,LETTER,"L’équipe de Bâtir son quartier travaille en étroite collaboration avec les acteurs du milieu de l’habitation communautaire et les collectivités locales afin de développer des projets adaptés aux besoins des locataires et aux réalités sociales, politiques, économiques et environnementales.",fr
9,LETTER,"Bâtir son quartier a à son actif la réalisation de plus de 8000 unités de logements communautaires, dans 350 projets répartis dans une vingtaine de quartiers montréalais, et travaille au développement de près de 5000 unités supplémentaires.",fr
10,LETTER,2 Mémoire Bâtir son quartier Consultation sur le Quartier Bonaventure (phase 1)Introduction,fr
11,LETTER,"Le développement d’un nouveau secteur n’est certes pas un mandat simple, d’autant plus s’il intègre un aspect aussi complexe que celui du transport urbain.",fr
12,LETTER,Nous tenons d’entrée de jeu à saluer l’initiative de la Société du Havre de se prêter à un exercice de pré-consultation d’une telle ampleur.,fr
13,LETTER,"Cette démarche est, selon nous, garante de la bonification du projet afin qu’il réponde mieux aux besoins et aspirations de la population montréalaise.",fr
14,LETTER,"Ce projet, qui présente une mixité importante de fonctions et de clientèles visées, est avant tout marqué par son caractère urbain, tant au niveau de sa localisation en bout d’autoroute, du flux automobile important qui s’y concentre que des hauteurs et densités prévues.",fr
15,LETTER,"De fait, il suscite indubitablement de grands questionnements sur des aspects qui touchent intimement les citoyens.",fr
16,LETTER,"Plus concrètement, il importe de se questionner notamment sur : ‐ le type de milieu de vie à développer (considérant la localisation, la hauteur, la densité et les services avoisinants existants) ;",fr
17,LETTER,‐ le type de projet à prioriser (en regard de l’usage retenu) ;,fr
18,LETTER,"‐ la prise en compte des secteurs limitrophes, notamment ceux visés par des projets de redéveloppement majeurs ;",fr
19,LETTER,"Nous tenons toutefois à souligner certains éléments qui nous apparaissent positifs, bien qu’ils entraînent à leur tour d’autres enjeux que nous aborderons en cours de rédaction : ‐ l’annonce de l’application de la stratégie d’inclusion de logements abordables (notamment communautaires), bien que les modalités d’application doivent faire l’objet de discussions et réflexions approfondies ;",fr
20,LETTER,"‐ la résolution de valoriser les transports actifs et collectifs, bien que le scénario proposé suscite des craintes chez les citoyens et acteurs du milieu ;",fr
21,LETTER,‐ la mise de l’avant des préoccupations de développement durable ;,fr
22,LETTER,"‐ la volonté de donner une identité forte au secteur, bien que les perspectives proposées ne permettent pas de juger de la préservation des vues sur le centre-ville ;",fr
23,LETTER,"‐ la volonté de mettre en valeur le patrimoine architectural montréalais, notamment industriel ;",fr
24,LETTER,‐ la prévision de voies piétonnières sécuritaires et la perspective de relier les quartiers de part et d’autre du secteur visé.,fr
25,LETTER,"Notre intervention, à cette étape-ci, constitue surtout un survol de nos principales préoccupations.",fr
26,LETTER,Il demeure néanmoins difficile de se prononcer sur la perspective de consolidation du faubourg des Récollets étant donné le caractère hypothétique des prévisions y visant le développement de 1800 unités d’habitation.,fr
27,LETTER,3 Mémoire Bâtir son quartier Consultation sur le Quartier Bonaventure (phase 1)La,fr
28,LETTER,inclusion de logements abordables D’entrée de jeu,fr
29,LETTER,", nous tenons à préciser que notre intervention pour se projet ce situe principalement au niveau de l’habitation et de la création d’un milieu attrayant, sécuritaire et vivant.",fr
30,LETTER,Nous avons effleuré plus tôt quelques unes de nos préoccupations en ce qui a trait au type de projet proposé et aux caractéristiques du milieu de vie qui en découlerait.,fr
31,LETTER,"Avant d’exposer les éléments qui, selon nous, émergent comme positifs et ceux qui constituent des préoccupations, nous tenons à aborder brièvement la question de l’inclusion de logements communautaires dans les projets montréalais d’envergure.",fr
32,LETTER,Nous avons démontré à plusieurs reprises lors de dépôts de mémoires pour des projets où s’applique la stratégie d’inclusion que les besoins en logement des ménages montréalais à faible revenu demeurent importants.,fr
33,LETTER,C’est notamment le cas dans les quartiers de l’arrondissement Sud-Ouest où les organismes communautaires cumulent des listes d’attente de plusieurs milliers de requérants de logements communautaires.,fr
34,LETTER,"Vous trouverez, à l’Annexe A, un bref survol des besoins en logements des ménages montréalais.",fr
35,LETTER,Il est donc primordial qu’un projet tel que le Quartier Bonaventure tienne compte de ce besoin et adapte une proportion du produit résidentiel offert afin de répondre aux besoins en logements communautaires et en logement dits abordables.,fr
36,LETTER,"En adoptant sa Stratégie d’inclusion de logements abordables dans les nouveaux projets résidentiels, la Ville de Montréal a clairement affirmé sa volonté de créer des milieux de vie mixtes où il y a une place pour tous, peu importe le revenu, la culture, l’âge, le sexe, etc.",fr
37,LETTER,"Non seulement l’application de la stratégie permet-elle de répondre aux besoins en logement des ménages à faible revenu, mais les interventions du milieu de l’habitation communautaire ont permis de faire reconnaitre son potentiel de contribution au développement social et économique de la métropole.",fr
38,LETTER,"Ces projets vont changer durablement le visage de Montréal au cours des prochaines années, un changement qui se fera en favorisant la réponse aux besoins des ménages vivant une situation économique précaire.",fr
39,LETTER,"Il s’agit d’un bel exemple de développement économique qui tient compte des besoins des citoyens et permet à tous de bénéficier des retombées, à la fois socialement et économiquement.",fr
40,LETTER,"Bâtir son quartier est déjà impliqué dans le redéveloppement de secteurs majeurs tels que les Ateliers municipaux et le secteur Bellechasse dans Petite-Patrie, le site Contrecoeur dans Mercier, Griffintown, l’Imperial Tobacco et les Bassins du Nouveau",fr
41,LETTER,"Havre dans le Sud-Ouest, le secteur de la Confiserie dans Hochelaga-Maisonneuve, le secteur Gaétan-Laberge à Verdun et les Places Acadie et Henri-Bourassa dans Bordeaux-Cartierville.",fr
42,LETTER,"Dans tous ces secteurs, une portion significative de logements communautaire a été ou sera intégrée1.",fr
43,LETTER,"Le projet du Quartier Bonaventure, tel que présenté, accorde une place importante à l’habitation.",fr
44,LETTER,"Nous croyons donc que les acteurs de ce secteur, notamment du milieu de l’habitation communautaire, doivent être intégrés en amont dans un processus de discussion et de réflexion constructif.",fr
45,LETTER,"À titre d’exemple, dans le cas du projet de redéveloppement des ateliers ferroviaires du CN, la démarche a permis à une multitude d’acteurs sociaux, politiques et économiques de se rencontrer dans un contexte de réflexion constructive, d’identifier des éléments de consensus qui ont guidé le plan de développement et ont permis de présenter un projet global mieux adapté aux impératifs du développement de logements communautaires.",fr
46,LETTER,"Il s’agit là, selon nous, d’une expérience novatrice qui doit servir d’exemple pour le développement des autres grands projets immobiliers.",fr
47,LETTER,"Il importe de partager les expériences et points de vue afin d’identifier les conditions nécessaires au développement d’un secteur adapté aux besoins et aspirations des nouveaux résidents et aux valeurs de 1 L’équipe de Bâtir son quartier, en collaboration avec les acteurs du milieu communautaire des divers quartiers concernés, poursuit ses démarches de représentation afin d’influencer le développement de nombreux projets en cours d’émergence sur tout le territoire de Montréal, notamment les secteurs de la Norampac à Rosemont, J.-B. Martineau à St-Léonard et Bennett dans Hochelaga-Maisonneuve.",fr
48,LETTER,son quartier Consultation sur le Quartier Bonaventure (phase 1)solidarité et d’innovation promues par la ville.,fr
49,LETTER,Combler le déficit en logements abordables doit demeurer une priorité de la Ville de Montréal.,fr
50,LETTER,"À titre informatif, nous croyons pertinent de présenter brièvement les principales caractéristiques de l’habitation communautaire et les raisons pour lesquelles il nous parait incontournable d’appliquer la stratégie d’inclusion dans le présent projet.",fr
51,LETTER,Les modalités d’inclusion devront bien sûr faire l’objet de réflexions et de discussions approfondies dans les séquences ultérieures du processus de développement du projet.,fr
52,LETTER,"Vous trouverez, à l’Annexe B, une explication synthétique des différentes formes de logement social, notamment la formule communautaire valorisée par Bâtir son quartier.",fr
53,LETTER,"ne se résume pas uniquement à construire, rénover ou recycler des immeubles.",fr
54,LETTER,"Le développement de l’habitation communautaire a un impact positif à la fois socialement et économiquement, tant à l’échelle des individus qu’à celui des collectivités.",fr
55,LETTER,"Globalement, l’habitation communautaire permet à des familles, des personnes seules, des personnes âgées et des clientèles vulnérables à faible ou moyen revenu d’avoir accès à des logements de qualité à coût abordable, dans des milieux de vie adaptés et sécuritaires.",fr
56,LETTER,"Les projets, développés en concertation avec les organismes locaux dédiés à l’amélioration des conditions de vie des citoyens, sont adaptés aux besoins des diverses clientèles.",fr
57,LETTER,"Dans chaque intervention, les valeurs de participation, de démocratie et de solidarité sont mises de l’avant, permettant aux membres des projets une réelle",fr
58,LETTER,de leurs conditions de logement et favorisant la responsabilisation individuelle et collective,fr
59,LETTER,Ces projets favorisent l’exercice de la citoyenneté par l’implication des résidents dans la gestion de leur immeuble et de leur milieu de vie.,fr
60,LETTER,"Au niveau économique, l’accès à un logement communautaire, dont le prix du loyer se situe sous le prix de marché, permet indéniablement de diminuer la part des revenus affectée par les ménages au paiement d’un loyer.",fr
61,LETTER,"De plus, jusqu’à 50% des ménages locataires (dans le programme AccèsLogis) ont accès à une subvention de type « supplément au loyer2 ».",fr
62,LETTER,"Ces aides permettent aux individus de libérer des sommes qui peuvent être affectées à d’autres besoins, notamment l’alimentation, l’éducation, le chauffage et l’habillement.",fr
63,LETTER,"Le parc immobilier développé depuis plus de trente ans par les groupe de ressources techniques et leurs partenaires constitue un patrimoine collectif durable, une richesse dont peut être fière la société québécoise.",fr
64,LETTER,"Elle constitue bien sûr une réponse aux besoins des ménages vivant une situation économique précaire, mais mieux encore, une réponse pérenne, car l’accessibilité des loyers est maintenue à long terme.",fr
65,LETTER,L’habitation communautaire permet également de combler les lacunes du marché privé.,fr
