,speaker,sentence,lang
0,LETTER,", rue Jeanne-Mance Bureau 317",fr
1,LETTER,F 514.845.0304 info@culturemontreal.ca MÉMOIRE sur LE PROJET DE RÉAMÉNAGEMENT DE L’AUTOROUTE BONAVENTURE,fr
2,LETTER,"directrice des communications et coordonnatrice,",fr
3,LETTER,comité sur les Grands projets et l’aménagement du territoire (GPAT),fr
4,LETTER,Montréal Office de consultation publique de Montréal,fr
5,LETTER,"7 janvier 2010Présentation de l’organisme Fondé en 2002, Culture Montréal met en lumière et suscite la contribution des arts et de la culture au développement de Montréal et de ses quartiers, par une action axée sur la recherche, l’information, la concertation et le réseautage.",fr
6,LETTER,"Pour remplir son mandat, Culture",fr
7,LETTER,Montréal s’est doté de plusieurs comités de travail dont le Comité sur les grands projets et l’aménagement du territoire (GPAT).,fr
8,LETTER,"Créé en 2005, le comité GPAT assure une veille et offre des avis à la Ville de Montréal, et aux promoteurs de grands projets ainsi qu’aux organismes de consultation publique afin de faire valoir les valeurs que défendent les membres de Culture Montréal.",fr
9,LETTER,"Dans la mise en œuvre de sa mission, Culture",fr
10,LETTER,"Montréal considère la ville et son espace comme un ensemble vivant qui doit favoriser l’expression des identités, de la créativité et des pratiques artistiques.",fr
11,LETTER,"Le territoire est porteur de valeurs, et de ce fait, influence, reflète et subit les interactions sociales et culturelles.",fr
12,LETTER,Les transformations du territoire montréalais sont au coeur de nos préoccupations touchant le développement culturel urbain puisqu’elles,fr
13,LETTER,s’inscrivent dans un horizon temporel qui dépasse les objectifs immédiats des projets urbains.,fr
14,LETTER,"Afin de s’outiller pour l’étude de projets et pour la formulation de recommandations, le comité GPAT a développé six principes directeurs, lesquels ont été adoptés lors de l’assemblée générale annuelle de Culture",fr
15,LETTER,Montréal le 18 mars 2005.,fr
16,LETTER,"Ainsi, les projets soumis à l’étude sont évalués selon les principes suivants :",fr
17,LETTER,- la contribution réelle du projet au développement culturel de la ville;,fr
18,LETTER,l’apport du projet à la réalisation d’objectifs collectifs reconnus;,fr
19,LETTER,les retombées sociales et économiques du projet;,fr
20,LETTER,les bénéfices urbains du projet;,fr
21,LETTER,la contribution du projet au développement durable;,fr
22,LETTER,et la qualité du processus de développement du projet.,fr
23,LETTER,"Pour votre gouverne et pour dissémination auprès des divers organismes tant privés que publics concernés par la mise en place du Quartier Bonaventure (phase 1), nous incluons en annexe un descriptif de ces principes.",fr
24,LETTER,"Nous espérons que ces derniers, tout comme les quelques commentaires et recommandations qui suivent, s’avéreront utiles à l’OCPM, à la Société du Havre dans le cadre du présent projet de réaménagement urbain et à la Ville de Montréal même.",fr
25,LETTER,2Nature du projet et commentaires généraux,fr
26,LETTER,"Culture Montréal est heureux de pouvoir prendre part aux échanges publics menés par l’Office de consultation publique de Montréal, qui permettront assurément d’améliorer la proposition de projet du Quartier Bonaventure déposée dans le cadre de la présente consultation.",fr
