,speaker,sentence,lang
0,LETTER,Le 7 janvier 2010 Madame Hélène,fr
1,LETTER,"Office de consultation publique de Montréal 1550, rue Metcalfe, bureau 1414",fr
2,LETTER,Montréal (Québec) H3A 1X6,fr
3,LETTER,Mémoire de la Chambre de commerce du Montréal métropolitain portant sur le projet Quartier Bonaventure,fr
4,LETTER,"Madame la Présidente, La Chambre de commerce du Montréal métropolitain a étudié avec attention le projet « Quartier Bonaventure, le nouveau Montréal » développé par la Société du Havre de Montréal.",fr
5,LETTER,Nous vous soumettons ici nos commentaires et observations sur ce projet.,fr
6,LETTER,"Dans l’ensemble, la Chambre est d’avis que le projet de la Société du Havre repose sur une vision d’envergure et extrêmement prometteuse du développement du havre.",fr
7,LETTER,Son caractère ambitieux en fait un projet dont la contribution potentielle au développement de la métropole est majeure.,fr
8,LETTER,"Globalement, la Chambre apporte son appui au projet et invite les décideurs à l’inscrire dans le lot des projets prioritaires et structurants pour Montréal qui doivent être réalisés sans délai une fois certaines préoccupations résolues.",fr
9,LETTER,"À cet égard, la Chambre fait part, dans la dernière section de cet avis, de trois préoccupations dans l’esprit de viser les plus hauts standards de réussite pour ce projet.",fr
10,LETTER,La Chambre s’intéresse au développement du territoire sous la responsabilité de la Société du Havre depuis plusieurs années.,fr
11,LETTER,"En plus d’avoir appuyé activement l’initiative ayant mené à la constitution de la Société en 2002, la Chambre a collaboré directement aux travaux de vision et de planification du projet Bonaventure entre 2006 et 2008, alors que la présidente et chef de la direction de la Chambre de l’époque",fr
12,LETTER,", Mme Isabelle Hudon, présidait aussi le conseil d’administration de la Société.",fr
13,LETTER,La Chambre siège également à un comité de suivi du projet piloté par la Société du Havre.,fr
14,LETTER,Cette implication a permis à la Chambre de développer une très bonne connaissance des enjeux et du contexte propres au havre de Montréal – connaissance sur laquelle s’appuie le présent avis.,fr
15,LETTER,"Qui plus est, l’expertise des comités d’analyse stratégique de la Chambre a également été mise à contribution dans la mesure où, depuis sa création, la Société du Havre est venue régulièrement présenter l’évolution de ses travaux aux comités de la Chambre, notamment ceux sur le développement urbain et sur le développement économique.",fr
16,LETTER,Le présent avis tient évidemment compte des réflexions de ces comités.,fr
17,LETTER,La Chambre tient à souligner l’esprit d’ouverture dont la Société du Havre a fait preuve tout au long du processus d’élaboration du projet.,fr
18,LETTER,"Dès sa création en 2002, la Société du Havre a su construire un appui fort à sa démarche et à ses différents projets en consultant la société civile montréalaise et en débattant avec les parties concernées.",fr
19,LETTER,"Cette attention devrait faire école pour les promoteurs de projets, qu’ils soient publics ou privés.",fr
20,LETTER,Quartier Bonaventure commence par sa mise en contexte.,fr
21,LETTER,"Le secteur du havre de Montréal, par sa situation géographique, à l’entrée du centre-ville, à proximité du fleuve et du canal Lachine, et jouxtant le Vieux-Montréal, comporte un potentiel de développement exceptionnel et absolument unique à Montréal.",fr
22,LETTER,"Cette réalité fait depuis plusieurs années l’objet d’un consensus quasi unanime chez les initiés, mais également dans la communauté d’affaires.",fr
23,LETTER,Le projet constitue un correctif à une situation historique qui a fait que Montréal s’est développée « en tournant le dos à son fleuve ».,fr
24,LETTER,"À l’exemple du projet d’aménagement du Vieux-Port, cette correction doit se faire de manière réfléchie et avec un souci constant de rigueur et de qualité.",fr
25,LETTER,"C’est d’ailleurs ce qui a rendu si importante la formulation de la Vision 2025 de la Société du Havre en 2004, alors qu’elle était coprésidée par messieurs Lucien Bouchard et Bernard Shapiro.",fr
26,LETTER,Cette Vision 2025 propose de faire de ce quartier un projet urbain qui servira de signature pour Montréal.,fr
27,LETTER,"Le Quartier Bonaventure deviendra ainsi une véritable vitrine de notre métropole, frappant l’imaginaire des visiteurs et des citoyens, qui pourront saisir en un coup d’œil la signification de la désignation de Montréal comme ville UNESCO de design.",fr
28,LETTER,"Pour cette raison, la Société préconise un aménagement d’une qualité exceptionnelle.",fr
29,LETTER,C’est une vision à laquelle la Chambre adhère pleinement.,fr
30,LETTER,"Tout en faisant partie intégrante de cette vision inspirante pour le havre, l’idée de développer le secteur immédiatement autour de l’autoroute Bonaventure résulte de la nécessité de procéder dans un avenir rapproché à la rénovation de cette infrastructure vieillissante.",fr
31,LETTER,"En effet, selon les analyses de la Société du Havre, des travaux majeurs devront être réalisés sur cette infrastructure entre 2014 et 2017.",fr
32,LETTER,Les estimations dont nous disposons chiffrent à 45 millions $ le coût des travaux requis pour prolonger la durée de vie de ce tronçon de l’autoroute de 20 ans,fr
33,LETTER,– ce qui aurait pour conséquence de maintenir en place un type d’aménagement urbain qui ne favorise pas le renouveau du secteur.,fr
34,LETTER,Le projet se distingue également par l’importance qu’il accorde au développement durable.,fr
35,LETTER,Le Quartier Bonaventure se veut un projet vert à plusieurs égards.,fr
36,LETTER,"Tout d’abord, il prévoit aménager plusieurs espaces publics en parcs et vise l’obtention d’une certification « LEED",fr
37,LETTER,"En outre, il accorde une grande importance aux enjeux de transport en commun.",fr
38,LETTER,Le corridor exclusif d’autobus contribuerait d’ailleurs à améliorer la3 fluidité des déplacements entre l’île de Montréal et la Rive-Sud et pourrait convaincre plusieurs de ses résidants des bienfaits de ce mode de transport.,fr
39,LETTER,"Et advenant la construction d’un système léger sur rail dans l’axe du pont Champlain, le projet, qui prévoit une telle éventualité, serait encore plus avantageux.",fr
40,LETTER,Le projet vise donc à saisir cette occasion pour procéder à une reconfiguration du secteur qui tôt ou tard devra se faire.,fr
41,LETTER,"Plutôt que de consacrer des sommes importantes à une simple mise à niveau, la Société du Havre propose de procéder au rabaissement de l’autoroute afin de rendre disponibles pour le développement plusieurs espaces à haute valeur ajoutée, mais restés abandonnés depuis trop longtemps.",fr
42,LETTER,Le même genre de transformation a été réussi avec des projets comme la Cité Multimédia,fr
43,LETTER,"Montréal et le Faubourg Saint-Laurent, qui ont permis de donner un second souffle à des secteurs laissés pour compte.",fr
44,LETTER,Un investissement important qui ne se justifie que s’il génère des revenus additionnels pour la Ville La Chambre constate que le projet de la Société du Havre a évolué au fil des ans.,fr
45,LETTER,"Ainsi, au terme de l’avant-projet détaillé, les estimations de coûts du projet sont passées de 90 millions $ à 142 millions $.",fr
46,LETTER,La Société du Havre explique cette augmentation par l’inflation et par « l’agrandissement du territoire d’intervention et la quantification de coûts non évalués aux étapes précédentes ».,fr
47,LETTER,"Pour la Chambre, une estimation rigoureuse des coûts est essentielle, et il va sans dire que nous nous attendons à ce que cette dernière estimation soit rigoureuse et absolument réaliste.",fr
48,LETTER,"À ce montant, il faut ajouter un investissement de 86 millions $ qui sera requis par l’Agence métropolitaine de transport pour la réalisation de l’aménagement du corridor Dalhousie pour le transport en commun, de sorte que l’ensemble des investissements publics requis pour la réalisation du projet s’élève réellement à environ 230 millions $.",fr
49,LETTER,"Il faut reconnaître l’ampleur des investissements requis, surtout si on les compare au coût de rénovation de l’infrastructure de 45 millions $ qu’impliquerait le maintien du statu quo.",fr
50,LETTER,"Dans le contexte actuel des finances publiques municipales et provinciales, et compte tenu des autres projets en cours, un tel investissement ne peut se justifier que par le potentiel d’investissements immobiliers privés et les revenus additionnels éventuels qu’il génère pour la Ville.",fr
51,LETTER,"À cet égard, la Société du Havre croit que la démolition de l’autoroute permettra à la Ville de Montréal de mettre en vente des terrains inexploités qui lui appartiennent déjà à un prix largement supérieur à leur valeur actuelle.",fr
52,LETTER,"Dans l’horizon de temps 2009-2031, la Société du Havre estime les revenus potentiels de la vente de terrains à un peu plus de 50 millions $.",fr
53,LETTER,"À cela s’ajoutent, toujours pour la Ville, des revenus non récurrents de 47,8 millions $ et, à terme, des revenus fiscaux annuels de 32 millions $.",fr
54,LETTER,"Ainsi, si les prévisions de la Société du Havre s’avèrent, l’économie des 45 millions $ pour la rénovation de l’autoroute, la vente des terrains et les revenus non récurrents permettra à la Ville de recouvrer complètement son investissement de 141,5 millions $.",fr
55,LETTER,"Et si le projet s’accompagne du développement immobilier anticipé, les revenus fonciers annuels que la Ville tirera du développement dans ce secteur représenteront un rendement net de son investissement – jusqu’à 32 millions $ par année.4 Considérant le contexte précaire des finances publiques municipales, la robustesse de ces hypothèses constitue une des conditions incontournables avant de donner le feu vert au projet.",fr
56,LETTER,La Chambre invite la Ville à faire les validations nécessaires pour s’en assurer.,fr
57,LETTER,"QUELQUES PRÉOCCUPATIONS Outre l’importance de s’assurer de la justesse du cadre financier du projet, la Chambre soulève trois préoccupations importantes et préalables à la réalisation du Quartier Bonaventure.",fr
58,LETTER,"Ces préoccupations ne remettent pas en question le projet, sa planification ou sa vision, mais représentent plutôt des questions normales auxquelles un projet qui prend de l’ampleur doit trouver réponse dans son cheminement.",fr
59,LETTER,"La Chambre est toute disposée à collaborer avec la Ville, la Société du Havre et tout partenaire du projet pour répondre à ces éléments afin de faire du Quartier Bonaventure une grande réussite.",fr
60,LETTER,"Une obligation de réussite Si Montréal et le Québec se sont relativement bien tirés de la crise économique mondiale de 2009, la reprise que nous amorçons ici se fait avec en toile de fond des finances publiques dont l’état est préoccupant.",fr
61,LETTER,Les besoins autant que les projets d’investissements publics majeurs dans la région métropolitaine de Montréal sont nombreux.,fr
62,LETTER,"Notre capacité collective de les financer, elle, est limitée.",fr
63,LETTER,"Dans ce contexte, la Chambre enjoint à tous les niveaux de gouvernement de faire preuve de rigueur et d’un sens profond des priorités",fr
64,LETTER,"Évidemment, le développement de notre métropole profitera de la réalisation de nouveaux investissements publics.",fr
65,LETTER,"Toutefois, avec les ressources dont nous disposons, il importe que nous privilégiions les projets dont les bénéfices collectifs seront les plus importants.",fr
66,LETTER,"Sur papier, le projet Quartier Bonaventure a plusieurs arguments qui militent en sa faveur, tout particulièrement la possibilité pour la Ville de Montréal d’obtenir un rendement de son investissement grâce à la création d’une nouvelle richesse foncière.",fr
67,LETTER,"La possibilité d’entraîner des investissements privés de plus de 1,5 milliard $ en est un autre que l’on ne peut ignorer.",fr
68,LETTER,"Si le caractère résolument ambitieux du projet Quartier Bonaventure rend particulièrement attrayant son potentiel de rendement, cela a aussi pour effet de hausser significativement le « coefficient de difficulté » de sa réalisation.",fr
69,LETTER,"Et comme pour tout athlète de talent qui s’apprête à réaliser une performance audacieuse, la préparation doit alors être sans faille.",fr
70,LETTER,"Voilà pourquoi la Chambre est d’avis que si le projet Quartier Bonaventure mérite d’être considéré comme prioritaire, sa préparation ne doit rien laisser sans réponse.",fr
71,LETTER,"À cet égard, la Chambre se préoccupe du fait que, jusqu'à ce jour, aucun partenaire majeur n’a encore été identifié pour occuper le terrain où devra être érigé l’édifice assurant le caractère distinctif et monumental de la nouvelle entrée de ville.",fr
72,LETTER,La Chambre ne doute pas que le projet retenu pour occuper cet espace saura répondre aux impératifs imposés par la vision de la Société du Havre.,fr
73,LETTER,"Par contre, sachant les efforts déployés par la Société pour trouver un partenaire pour occuper cet espace, nous croyons légitime la préoccupation de voir cet espace demeurer vacant pour une longue période, ce qui pourrait à la fois avoir un impact sur la rentabilité du projet et sur l’attrait de ce nouveau quartier.",fr
74,LETTER,"À l’inverse, la présence d’un partenaire majeur pourrait lancer un signal fort, susciter l’intérêt et la confiance et avoir un effet catalyseur sur la présence d’investisseurs supplémentaires.5 Un rôle d’intégrateur pour la Ville de Montréal Le projet Quartier Bonaventure se trouve encerclé et concerné par d’autres projets dans les quartiers avoisinants.",fr
75,LETTER,"À titre d’exemple, une décision stratégique sur le tracé de la navette ferroviaire entre l’aéroport et le centre-ville devra bientôt être prise et aura un impact sur le projet, sur le quartier et sur tout Montréal.",fr
76,LETTER,"De cette décision en découleront plusieurs autres, notamment la localisation possible de la nouvelle gare à proximité immédiate du Quartier Bonaventure.",fr
77,LETTER,", développé conjointement avec le promoteur CadillacFairview, pourrait, s’il voit le jour, venir changer l’environnement dans lequel le Quartier Bonaventure a été planifié.",fr
78,LETTER,"Plusieurs éléments du projet de la Société du Havre, au premier rang le terminus d’autobus, devront tenir compte de cette nouvelle donne.",fr
79,LETTER,"Bien que la crise économique ait obligé le promoteur Devimco à retarder la mise en chantier de son projet dans le quartier Griffintown et à le diviser en plusieurs phases de réalisation, ce projet contigu au Quartier Bonaventure pourrait, à terme, augmenter sensiblement l’offre d’espace commercial et résidentiel dans ce secteur.",fr
80,LETTER,"Encore ici, une réflexion plus large sur le maillage entre ces grands projets s’impose.",fr
81,LETTER,La Chambre tient à rappeler – et à saluer – la grande ouverture dont a fait preuve la Société du Havre dans la préparation et l’élaboration de son projet.,fr
82,LETTER,"La Chambre, tout comme l’ensemble des parties prenantes dans le secteur, a été consultée et a pu partager ses attentes et préoccupations.",fr
83,LETTER,"Toutefois, dans un contexte où les initiatives de développement commencent et évoluent à des rythmes différents, la Chambre croit que l’on ne peut faire reposer sur les seules épaules des promoteurs de projets l’obligation d’arrimer et de coordonner les initiatives de chacun.",fr
84,LETTER,"Aussi, la Chambre estime qu’il est primordial que les différents projets fassent l’objet d’une planification intégrée de la part de la Ville de Montréal et que la Ville assume un puissant leadership dans l’expression d’une vision claire du développement de secteurs de la Ville où différents projets sont en cours d’élaboration.",fr
85,LETTER,"En d’autres termes, la Ville doit jouer un rôle d’intégrateur beaucoup plus actif et, ce faisant, contribuer à dissiper certaines préoccupations quant à l’intégration réussie des projets en périphérie de celui qui fait maintenant l’objet de la consultation publique.",fr
86,LETTER,Des étapes réalistes vers l’atteinte des objectifs finaux,fr
87,LETTER,"Quartier Bonaventure a ceci de particulier qu’il implique la réalisation à court terme de travaux importants afin de recréer la trame urbaine et d’ainsi entraîner, à plus long terme, un développement immobilier d’importance.",fr
88,LETTER,"Ce faisant, la vision de la Société du Havre en est une qui tient compte, évidemment, de l’évolution à long terme du secteur.",fr
89,LETTER,"Pour la Chambre, cela est évidemment logique et pertinent.",fr
90,LETTER,"Néanmoins, s’il peut être avantageux d’avoir une vision claire des nouveaux développements dans le secteur, la Chambre croit qu’il est sage de garder une certaine prudence à l’égard de certains éléments.",fr
91,LETTER,C’est le cas notamment de la mise en service d’un tramway dans l’axe de la rue Peel.,fr
92,LETTER,"Considérant l’état des finances du gouvernement du Québec et de la Ville, des doutes subsistent quant au rythme auquel se matérialisera le projet de tramway.",fr
93,LETTER,"Bien que l’implantation d’un réseau de tramways constitue le premier chantier du plan de transport de la Ville de Montréal, la planification détaillée et l’identification des sources de financement en6 sont encore au stade embryonnaire.",fr
94,LETTER,"Si le retour du tramway dans les rues de Montréal devait tarder, le développement immobilier du Quartier Bonaventure pourrait souffrir de l’absence d’un mode lourd de transport en commun.",fr
95,LETTER,Nous estimons qu’une solution de contingence doit être prévue.,fr
96,LETTER,"Enfin, le projet de constituer une voie réservée dans le corridor Dalhousie suscite une opposition évidente et prévisible de la part des riverains.",fr
97,LETTER,"Bien qu’il serait heureux de pouvoir éviter cet irritant, il semble qu’aucun autre tracé ne puisse constituer une solution de rechange intéressante.",fr
98,LETTER,"En plus d’allonger le trajet des autobus, un autre tracé engendrerait des nuisances ailleurs dans le quartier.",fr
99,LETTER,"Considérant les coûts que représentent quelques minutes supplémentaires tant pour les usagers, les entreprises que pour le Réseau de transport de Longueuil1, le chemin le plus rapide doit être privilégié.",fr
100,LETTER,"Comme dans tout projet de cette nature, les mécanismes prévus pour dédommager adéquatement les riverains devront être utilisés.",fr
101,LETTER,EN CONCLUSION : UN PROJET QUI FERA AVANCER MONTRÉAL La Chambre de commerce du Montréal métropolitain réitère son appui à la vision et à la démarche de la Société du Havre de Montréal dans le cadre du projet Quartier Bonaventure.,fr
102,LETTER,"Ce projet dotera Montréal d’une entrée de ville spectaculaire, rapprochera les Montréalais de leur fleuve et créera une valeur foncière génératrice de revenus pour la Ville.",fr
103,LETTER,"L’importance accordée à la qualité de l’aménagement, au transport en commun et au verdissement des espaces publics confère une qualité véritable au projet et devrait convaincre la Ville et les intervenants de la société civile de donner leur soutien et leur collaboration à ce projet de prestige.",fr
104,LETTER,"Parce qu’il peut contribuer directement au développement futur de notre métropole, le projet Quartier Bonaventure mérite notre appui.",fr
105,LETTER,"En retour, la Société du Havre et la Ville de Montréal ont l’obligation de faire de ce projet une réussite exemplaire.",fr
106,LETTER,"Dans cette optique, la Chambre croit qu’il est de mise d’être exigeant.",fr
107,LETTER,"D’abord, dans le cadrage financier du projet.",fr
108,LETTER,"Ensuite, dans l’identification et l’engagement des investisseurs privés.",fr
109,LETTER,"Enfin, dans l’intégration avec les multiples projets qui sont envisagés à proximité immédiate.",fr
110,LETTER,C’est dans cet esprit que nous avons ici fait part de nos préoccupations : avec la confiance que les responsables du Quartier Bonaventure sauront y apporter réponse et qu’ils voudront offrir aux Montréalais un grand projet dont ils seront fiers.,fr
111,LETTER,"Veuillez recevoir, Madame la Présidente, mes plus cordiales salutations.",fr
112,LETTER,"Le président et chef de la direction, Michel Leblanc 1",fr
113,LETTER,Le Réseau de transport de Longueuil estime qu’il lui en coûte annuellement 2 millions de dollars par 5 minutes de retard.,fr
