,speaker,sentence,lang
0,LETTER,"Mémoire au sujet de Projet Bonaventure Soumis à l’Office de consultation publique de Montréal par Raphaël Fischler, Professeur agrégé",fr
1,LETTER,", École d’urbanisme, Université McGill le 6 janvier 2010",fr
2,LETTER,"Le Projet Bonaventure doit être évalué à deux niveaux: celui, plus local, du design urbain et celui, plus général, de la planification urbaine.",fr
3,LETTER,"Au niveau du design urbain, il y a peu à dire.",fr
4,LETTER,Le projet a été conçu par un bureau reconnu pour l’excellence de son travail dans ce domaine.,fr
5,LETTER,"Quoique l’on puisse imaginer une autre distribution des superficies de plancher entre les divers bâtiments projetés (nous reviendrons sur ce point), le plan proposé est une très bonne réponse au contexte dans lequel Cardinal Hardy et Associés ont dû travailler.",fr
6,LETTER,"C’est au niveau de ce contexte, soit au niveau de la planification urbaine, que le projet doit être évalué de manière critique.",fr
7,LETTER,De quoi ce contexte est‐il fait?,fr
8,LETTER,"Il est caractérisé par diverses conditions néfastes à un bon urbanisme:  une division du travail entre la Société du Havre, l’arrondissement Ville‐Marie et l’arrondissement du Sud‐Ouest, dans une aire urbaine commune, soit l’ancien Griffintown  en conséquence, une division des territoires de planification qui découpe Griffintown en trois morceaux, institutionnalisant ainsi la cassure que la ligne de chemin de fer et l’autoroute avaient opérée dans le quartier et que l’on essaie de réparer maintenant  les exigences de rentabilité par la fiscalité foncière que le gouvernement provincial impose aux municipalités dans l’analyse de la faisabilité fiscale des immobilisations auxquelles il participe  les besoins locaux et régionaux en matière de transport automobile et de transport en commun, de développement immobilier et d’aménagement de l’espace public  les données techniques en matière d’infrastructure et de cadre bâti",fr
9,LETTER,"Ce contexte a fait que, malgré un bon travail de design urbain, le Projet Bonaventure constitue une erreur en termes d’urbanisme.",fr
10,LETTER,"Cette erreur est le fruit de plusieurs décisions erronées:  une mauvaise répartition des tâches et une mauvaise démarcation du territoire de planification: la Société du Havre a agi seule (même si elle a consulté sespartenaires) sur un territoire très restreint, partie intégrante d’un ensemble plus grand, qui devrait être pensé et planifié comme un tout  une mauvaise conception de l’horizon temporel du projet aux fins de l’étude de faisabilité: cet horizon, imposé par Québec, se situe à dix ans dans le futur, au lieu de vingt ans, voire plus, comme cela devrait être le cas pour un projet public de grande envergure, ce qui force l’adoption de densités de développement immobilier plus élevées  une mauvaise définition de l’équilibre entre la circulation automobile, les services de transport en commun, la construction résidentielle et commerciale et l’aménagement d’espaces publics: puisque la rentabilité fiscale sur dix ans exige la création de parcelles de terrain constructibles à forte densité, donc de grande taille, on ne crée pas un grand boulevard urbain, mais deux rues séparées entre elles par des bâtiments de grande hauteur * * * Le problème du Projet Bonaventure, ce n’est donc pas un défaut de qualité dans le design urbain du corridor lui‐même.",fr
11,LETTER,"Le problème, c’est que l’on exige à la fois trop et trop peu du projet.",fr
12,LETTER,On exige bien trop du projet en matière de développement immobilier.,fr
13,LETTER,On veut qu’il produise un revenu fiscal élevé à partir d’un territoire réduit.,fr
14,LETTER,Cette exigence a dicté des choix douteux en matière de morphologie urbaine et de développement immobilier.,fr
15,LETTER,La nouvelle porte d’entrée dont on veut doter Montréal,fr
16,LETTER,n’offrira pas la vue que l’on devrait donner aux arrivants et bloquera en partie la vue que l’on a sur cette partie de la ville à partir du Mont Royal.,fr
17,LETTER,Le nouvel axe que l’on veut créer ne sera pas un boulevard urbain mais une paire de rues.,fr
