,speaker,sentence,lang
0,LETTER,RÉAMÉNAGEMENT DE L’AUTOROUTE BONAVENTURE (PHASE 1),en
1,LETTER,"Monsieur Olivier Legault de Béïque, Legault, Thuot",fr
2,LETTER,Architectes soumet le mémoire au nom de la Corporation Immobilière Magil Laurentienne (CIML).,fr
3,LETTER,Laurentienne est un important promoteur immobilier et gestionnaire de propriétés canadiennes.,fr
4,LETTER,Son siège social est situé à Montréal et compte également des bureaux à Toronto et à Québec.,fr
5,LETTER,"Au cours des dernières années, l’entreprise a notamment participé au réaménagement de l’édifice",fr
6,LETTER,Le Windsor et fut gestionnaire de la Cité du commerce électronique.,fr
7,LETTER,"Magil Laurentienne assure actuellement la gestion de plus de trois (3) millions de pieds carrés à Montréal, Toronto et Québec, dont la Tour de la Bourse à Montréal.",fr
8,LETTER,"De plus, en partenariat avec les investisseurs immobiliers Weloga Corporation et Desjardins Sécurité financière, Magil Laurentienne développe le projet Place",fr
9,LETTER,"La firme Béïque, Legault, Thuot Architectes (BLTA), dirigée par l’architecte",fr
10,LETTER,", est responsable de l’élaboration des plans de développement de cet ilot d’une superficie de 138 000 pi2 (12 820 m2)formé par les rues University, St‐Jacques, Gauvin et Notre‐Dame.",fr
11,LETTER,"Nous, BLTA, avons une expertise dans la réalisation de bâtiments commerciaux, bureaux, hôtels et ensembles résidentiels, ainsi que dans l’aménagement urbain.",fr
12,LETTER,"Avec un peu plus de quatre (4) millions de pieds carrés (plus de 370 000 m2) d’édifices de bureaux et d’habitation en hauteur, réalisés aux centres‐villes de Montréal et d’Ottawa totalisant plus d’un demi‐milliard de dollars au cours des huit (8) dernières années, nous avons entre autres participé à la réalisation des projets suivants :",fr
13,LETTER,"- Bureaux : Cité du commerce électronique (Phase 1 et Phase 2), Le 150 Slater (siège social d’EDC en construction à Ottawa) Hôtelier :",fr
14,LETTER,"Le Crystal de la Montagne, L’Hôtel St‐Sulpice, Les Suites Place d’",fr
15,LETTER,"Le Windsor, Le 400 de Maisonneuve Ouest, Le 620 Cathcart Résidentiel :",fr
16,LETTER,"Le 90 George (Ottawa) Cité Nature (en construction), Place de la Croix, L’Orléans La notion d’intervention en milieu urbain est notre principale activité.",fr
17,LETTER,"Nous voulons amorcer notre intervention en affirmant notre appui à ce projet d’une importance stratégique indéniable, autant dans ses objectifs que dans ses principes.",fr
18,LETTER,La situation actuelle est anormale et déficiente.,fr
19,LETTER,"Nous pensons que l’aménagement des artères urbaines créera une valeur, non seulement pour les bâtiments et terrains riverains, mais pour l’ensemble de l’entrée et la cohésion du centre‐ville.",fr
20,LETTER,Nous pouvons également féliciter l’intégration du transport collectif.,fr
21,LETTER,Nous sommes sensibles au fait qu’il y ait des débats à ce sujet et nous laissons les experts se prononcer.,fr
22,LETTER,"Néanmoins, nous avons quelques réserves et observations critiques qu’il nous apparait important d’exprimer.",fr
23,LETTER,"Première interrogation De façon générale, le développement proposé est audacieux, que ce soit de par sa grande complexité ou par sa réalisation dans le temps.",fr
